Campus: [Itajubá],Campus: [Itabira],Modalidade do Programa de Bolsa:,Vigência,Órgão de financiamento,Nome completo do orientador,E-mail do orientador,id_discente,Curso,Instituto,Título do projeto registrado,Área do conhecimento do projeto (CNPq),Data de implementação,Observação
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,FERNANDO DAS GRAÇAS BRAGA DA SILVA,,15318,ENGENHARIA HIDRICA,,Simulações computacionais e aprimoramento de rotinas aplicadas a sistemas de distribuição de água tendo em vista a melhoria de eficiência hidroenergética,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Andreia Arantes Borges,,11141,Ciências Biológicas Licenciatura,,Utilização do DNA barcoding para associação de estágios de vida de coleópteros (Elateroidea) de remanescentes de Mata Atlântica,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,João Roberto Ferreira,,19916,Engenharia de Produção,,Otimização do torneamento da liga de titânio (Ti6Al) para utilização em próteses ortopédicas,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Antonio Augusto Araújo Pinto da Silva,,18157,Engenharia de Materiais,,Estudo experimental e modelagem termodinâmica dos sistemas ternários: Nb-V-Zr e Ti-V-Zr,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Rossano Gimenes,,25394,QBA,,DESENVOLVIMENTO DE COMPÓSITOS COLÁGENO/HIDROXIAPATITA/TITANATO DE BÁRIO ASSOCIADOS A PEPTÍDEOS OGP PARA SUPORTES DE CRESCIMENTO CELULAR,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Frederico Barros de Sousa,,20393,Química Bacharelado,,ESTUDO TERMODINÂMICO DA FORMAÇÃO DE COMPOSTOS DE COORDENAÇÃO EM SOLUÇÃO UTILIZADO A TÉCNIDA DE CALORIMETRIA ISOTERMICA DE TITULAÇÃO (ITC),,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Eliane Matesco Cristovão,,7060,Licenciatura em Matemática,,Estudo sobre conhecimentos e aprendizagens de professores e futuros professores em contextos colaborativos ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Maximilian Joachim Hodapp,,20244,Engenharia Química,,MODELAGEM E SIMULAÇÃO COMPUTACIONAL PARA DETERMINAÇÃO DA DINÂMICA EM LEITOS FLUIDIZADOS GÁS-SÓLIDO EM DIFERENTES TEMPERATURAS,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Josiane Palma Lima,,8058,Engenharia Civil,,PROCESSO DE TOMADA DE DECISÃO EM TRANSPORTES: ABORDAGEM MULTICRITÉRIO INTEGRADA A OUTROS MÉTODOS DE ANÁLISE,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Mirian de Lourdes Noronha Motta Melo,,22115,Engenharia de Materiais,,ANALISE NUMÉRICO/ EXPERIMENTAL DA SOLIDIFICAÇÃO E DA HOMOGENEIZAÇÃO DE LIGAS DE ALUMÍNIO VISANDO À PREVISÃO DE PROPRIEDADES MECÂNICAS E ELÉTRICAS,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,DANIELE ORNAGHI SANT'ANNA,,24679,ENGENHARIA CIVIL,,AMBIENTE CONSTRUÍDO, DESENVOLVIMENTO E SOCIEDADE,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Daniel Thomazini,,20583,Engenharia de Materias,,Cera?micas termoele?tricas a base de CaMnO3,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Ana Lúcia Fernandes de Lima e Silva,,22236,Engenharia Mecânica,,Modelagem Numérica da Transferência de Calor em Dissipadores e de Sistemas Bifásicos Microfluídicos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Fabio Scalco Dias,,21155,Matemática Bacharelado,,GEOMETRIA DE CURVAS PLANAS, SISTEMAS HAMILTONIANOS E SISTEMAS DESCONTÍNUOS,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Geovani Rodrigues,,19888,Engenharia de materiais,,Recobrimento de ligas metálicas utilizando o processo de cementação em caixa, com haleto ativado,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Danilo Henrique Spadoti,,7429, Engenharia de Controle e Automação,,Desenvolvimento de arranjos de antenas banda larga assistida por lentes dielétricas,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Frederico Barros de Sousa,,11057,Química Bacharelado,,ESTUDO DA FORMAÇÃO DE COMPLEXOS UTILIZANDO ESPECTROSCOPIA ELETRÔNICA,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,RENATO DA SILVA LIMA,,24631,Engenharia Elétrica,,AMPLIANDO O USO DE FERRAMENTAS DE APOIO A DECISÃO PARA A SUSTENTATIBILIDADE EM LOGÍSTICA E TRANSPORTES,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Mírian de Lourdes Noronha Motta Melo,,4600, Engenharia de Materiais,,FAPEMIG/UNIVERSAL APQ-01301-15 - ANALISE NUMÉRICO/ EXPERIMENTAL DA SOLIDIFICAÇÃO E DA HOMOGENEIZAÇÃO DE LIGAS DE ALUMÍNIO VISANDO À PREVISÃO DE PROPRIEDADES MECÂNICAS E ELÉTRICAS,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Adhimar Flávio Oliveira,,15494,Física Bacharelado,, Extração de parâmetros de células solares visando o controle de qualidade e desempenho,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Juliana Fedoce Lopes,,27366,Química Bacharelado ,,Estudo computacional de Sistemas Poliméricos por meio de métodos híbridos e sequenciais,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Hektor Sthenos Alves Monteiro,,5445,Ciência da Computação,,ESTUDOS DE AGLOMERADOS ABERTOS UTILIZANDO DADOS DO GAIA,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Jane Raquel Silva de Oliveira,,8426,Licenciatura em Química,,Cenários e práticas do uso de textos de divulgação científica na educação em ciências,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Simone Policena Rosa,,13345,Ciências Biológicas Licenciatura,,Famílias de besouros da Reserva Biológica Municipal da Serra dos Toledos coletados em armadilha malaise e extrator winkler.,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Marcelo de Paula Corrêa,,15821,CAT,,Avaliação da distribuição espacial da radiação UV em diferentes partes do corpo humano,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Carlos Barrreira Martinez,,19897,Engenharia de Materiais,,“Influência do aumento da rugosidade relativa no interior de condutos forçados em função da infestação de “Limnoperna fortunei”.,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Ana Lúcia Fernandes de Lima e Silva,,8672,Engenharia Mecânica ,,Modelagem Numérica da Transferência de Calor em Dissipadores e de Sistemas Bifásicos Microfluídicos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Enrique Vieira Mattos,,26361,Ciências Atmosféricas,,Caracterização do ciclo de vida das propriedades elétricas e físicas das tempestades na região sudeste do Brasil ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,HERLANE COSTA CALHEIROS,,26010,ENGENHARIA HÍDRICA,,Controle de odores em sistema de esgotamento sanitário,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Edson da Costa Bortoni,,17301,Engenharia Civil,,Características estáticas e dinâmicas de instrumentos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Juan Valentín Mendoza Mogollón,,24349,Bacherelado em Matemática,,Caos e ordem em dinâmica em superfícies,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Milady Renata Apolinario da Silva,,25409,Engenharia Hídrica,,TRATAMENTO DE EFLUENTES APLICANDO COMBINAÇÕES DE PROCESSOS CONVENCIONAIS E PROCESSOS OXIDATIVOS AVANÇADOS ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Hektor Sthenos Alves Monteiro,,20598,Engenharia Elétrica,,ESTUDOS DE AGLOMERADOS ABERTOS UTILIZANDO DADOS DO GAIA,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Flávia Sueli Fabiani Marcatto,,,Matemática Licenciatura,,Um Estudo sobre a  Implementação das Políticas Públicas de Formação de Professores na Universidade Federal de Itajubá ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Maria Virginia Gelfuso,,23562,Ciência da computação ,,Propriedades mecãnicas de alumínio metálico reforçado por microesferas de Carbono,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Maria Rita Raimundo e Almeida,,10815,Engenharia Ambiental,,ANÁLISE DA EFETIVIDADE DA PRÁTICA DA AVALIAÇÃO DE IMPACTO AMBIENTAL NO SUL DE MINAS GERAIS,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Danilo Roque Huanca,,8813,Física Bacharelado,,Fabricação de cristais fotônicos emissores de luz de alto desempenho baseados em silício poroso para aplicações em dispositivos optoeletrônicos e sensores ópticos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Juliana Fedoce Lopes,,20710,Química Licenciatura,,Estudo computacional de Sistemas Poliméricos por meio de métodos híbridos e sequenciais,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Vitorio Alberto De Lorenci,,27704,Fisica (Bacharelado),,Propagação de ondas eletromagnéticas em meios magneto-elétricos não lineares,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Sandro Metrevelle Marcondes de Lima e Silva,,21083,Engenharia Mecânica,,Análise Numérica e Experimental em Transferência de Calor Usando Técnicas de Problemas Inversos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Carlos Barreira Martinez,,5385,Engenharia hidrica,,“A redução da capacidade de recalque e do rendimento de sistemas de captação de água bruta em função da infestação de “Limnoperna fortunei”.,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Sandro Metrevelle Marcondes de Lima e Silva,,20534,Engenharia Mecânica,,Análise Numérica e Experimental em Transferência de Calor Usando Técnicas de Problemas Inversos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Maisa Tonon Bitti Perazzini,,,Engenharia Química,,ESTUDO DA SECAGEM DE GRÃOS A PARTIR DA INVESTIGAÇÃO DA CONDIÇÃO DE SECAGEM ISOTÉRMICA,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Lucas Ruiz dos Santos,,24355,Matemática,,Problema de N-corpos estendidos e seus equilíbrios relativos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Angelo José Junqueira Rezek,,21047,Engenharia hídrica,,Retificador não controlado para alimentação de chopper transistorizado,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Rogério Melloni,,20969,Engenharia Ambiental,,Quantificação de hormônio de crescimento vegetal por isolados de rizobactérias, em diferentes fases de crescimento, visando produção de inóculo para mudas de oliveira,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Daniela Rocha Teixeira Riondet-Costa,,17249,Engenharia Hídrica,,Educomunicação: análise de sua contribuição para o fortalecimento da participação social e dos objetivos de criação de uma Unidade de Conservação da Natureza.,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,RENATO DA SILVA LIMA,,19692,Engenharia Civil,,AMPLIANDO O USO DE FERRAMENTAS DE APOIO A DECISÃO PARA A SUSTENTATIBILIDADE EM LOGÍSTICA E TRANSPORTES,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Bruno Tardiole Kuehne,,19833,Engenharia de Controle e Automação,,Simulação de Sistemas De Comunicação de Elétricas Inteligentes com Base em Conceitos de Iot,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Guilherme Ferreira Gomes,,9344,Engenharia Mecânica Aeronáutica (EMA),,Identificação de Danos em Estruturas Aeronáuticas por meio de Métodos Inversos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Sandro José de Andrade,,20706,Química Licenciatura,,Avaliação da remoção de paracetamol de matrizes aquosas utilizando casca de amendoim como biosorvente,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Josiane Palma Lima,,5968,Engenharia Civil,,PROCESSO DE TOMADA DE DECISÃO EM TRANSPORTES: ABORDAGEM MULTICRITÉRIO INTEGRADA A OUTROS MÉTODOS DE ANÁLISE,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Paulo Fernando Ribeiro,,11468,Engenharia Elétrica,,ESTUDO DE CASO SOBRE O IMPACTO DA TARIFA BRANCA NO PAYBACK DE UM SISTEMA PV DE UMA UNIDADE BÁSICA DE SAÚDE (UBS),,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Hugo Perazzini,,21511,Engenharia Química,,DETERMINAÇÃO DE PROPRIEDADES TÉRMICAS DE SOLOS CONTAMINADOS,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Maria Virgínia Gelfuso,,13468,Engenharia de Materiais,,Produção e Caracterização Elétrica de Cerâmicas a base de Manganita de Lantânio,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Arcilan Trevenzoli Assireu,,7168,Ciências Atmosféricas,,Projeto Cachoeiras: Rio Iguaçu,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Marcelo Chuei Matsudo,,18433,Engenharia de Bioprocessos,,Produção de biocombustível de terceira geração à partir de microalga cultivada em efluente industrial,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Regina Mambeli Barros,,27379,Engenharia Civil,,POTENCIAL DE APROVEITAMENTO ENERGÉTICO DE RESÍDUOS SÓLIDOS ORGÂNICOS NO CONTEXTO DA REDUÇÃO DE EMISSÕES LÍQUIDAS DE GASES DE EFEITO ESTUFA,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Danilo Roque Huanca,,24822,Física Bacharel,,Fabricação de cristais fotônicos emissores de luz de alto desempenho baseados em silício poroso para aplicações em dispositivos optoeletrônicos e sensores ópticos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Carlos Eduardo Sanches da Silva,,17256,Engenharia de Produção,,Aplicação das Ferramentas do Lean Office em uma Instituição de Ensino Superior Federal,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Marcelo de Paula Corrêa,,25014,CAT,,Estudo sobre exposição e níveis de radiação solar ultravioleta em diferentes regiões,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,João Guilherme de Carvalho Costa,,18419,Engenharia Elétrica,,Definição de Zonas Tarifárias para Alocação dos Custos de Sistemas de Transmissão,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Rossano Gimenes,,30314,Engenharia Civil,,DESENVOLVIMENTO DE COMPÓSITOS COLÁGENO/HIDROXIAPATITA/TITANATO DE BÁRIO ASSOCIADOS A PEPTÍDEOS OGP PARA SUPORTES DE CRESCIMENTO CELULAR,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Carlos Eduardo Sanches da Silva,,19969,Engenharia de Produção,,Aplicação das Ferramentas do Lean Office em uma Instituição de Ensino Superior Federal,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Thiago Vaz da Costa,,20266,Engenharia Química,,Desenvolvimento de algoritmo de controle tolerante a falhas baseado em atuadores virtuais com reparametrização das ações de controle por séries de Laguerre,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Alexis Roa Aguirre,,20297,Física Bacharelado,,Tópicos Modernos em Teorias de Campo Integráveis,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,André Aguiar Mendes,,,Engenharia de Bioprocessos,,Efeito de biomoléculas com propriedades redutoras na degradação de corantes e de efluente têxtil por processos Fenton,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Rondineli Rodrigues Pereira,,8027,Engenharia Elétrica,,Filtro Ativo de Potência para Compensação Distribuída,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Flávia Sueli Fabiani Marcatto,,27333,Matemática Licenciatura,,Um Estudo sobre a  Implementação das Políticas Públicas de Formação de Professores na Universidade Federal de Itajubá ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,André Aguiar Mendes,,25470,Engenharia Química,,Efeito de biomoléculas com propriedades redutoras na degradação de corantes e de efluente têxtil por processos Fenton,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Carlos Eduardo Sanches da Silva,,17256,Engenharia de Produção,,Aplicação das Ferramentas do Lean Office em uma Instituição de Ensino Superior Federal,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Alexandre Carlos Brandão Ramos,,13882,Engenharia da Computação,,Desenvolvimento de algoritmos para simulação dinâmica de aeronaves de asas rotativas,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Alexandre Carlos Brandão Ramos,,10890,Ciência da computação,,Aeronaves remotamente pilotadas em inspeção de linhas de transmissão,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Antonio Carlos Ancelotti Junior,,17959,Engenharia Mecânica Aeronaútica,,Desenvolvimento de Reforços Tridimensionais de Fibra de Carbono para Aplicação em Próteses,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Antonio Carlos Ancelotti Junior,,15791,Engenharia Mecânica,,Desenvolvimento de Reforços Tridimensionais de Fibra de Carbono para Aplicação em Próteses,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Arcilan Trevenzoli Assireu,,22928,Engenharia Mecânica Bacharelado,,Automatização das Leituras de Evaporação de Tanques Classe A,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Edmilson Otoni Correa,,18201,Engenharia Mecânica,,CNPq Proc 306649/2015-2 Bolsa de Produtividade PQ2 - Estudo do efeito do metal de adição do aporte térmico na resistência a CST de juntas soldadas do aço inoxidável AISI 317L usado na indústria de petróleo e gás,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Gilbert Silva,,27363,Engenharia Mecânica,,Produção e desenvolvimento do aço ninoxidável duplex UNS 31803 nano estruturado obtido por moagem de alta energia com adição de carbetos  ,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Gilbert Silva,,18530,Engenharia de Materiais,,Produção e desenvolvimento do aço ninoxidável duplex UNS 31803 nano estruturado obtido por moagem de alta energia com adição de carbetos,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Luiz Eduardo Borges da Silva,,23827,Engenharia de Controle e Automação,,Desenvolvimento do equipamento Smart-Impedance com estrutura multinível para 13,8 kV,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Luiz Eduardo Borges da Silva,,24650,Engenharia Elétrica,,Desenvolvimento do equipamento Smart-Impedance com estrutura multinível para 13,8 kV,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Rafael Emilio Lopes,,6372,EEL,,,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Francisco Moura Filho,,15645,EMT,,Desenvolvimento de filmes Finos de CaCu3Ti4O12 modificados com Zr/Nb visando aplicação em memorias resistivas de acesso Aleatório,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Eliane Maria Vieira,,20919,EAM,,Análise da susceptibilidade à desertificação da Bacia do Rio Piracicaba a partir da fragilidade ambiental.,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Carlos Henrique da Silveira,,8506,EMT,,Projeto - 02/2015 - Bioinformática estrutural de proteínas: modelos algoritmos e aplicações biotecnológicas,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Eduardo de Aguiar do Couto,,19057,EAM,,Reciclagem de nutrientes presentes no lixiviado de aterro sanitário a partir de microalgas: alternativa sustentável para a produção de bioenergia,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Tabata Fernandes Pereira,,22424,EPR,,Proposta de melhoria do aproveitamento dos recursos humanos por meio da análise e mapeamento de competências na Unifei – campus de Itabira,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Priscilla Chantal Duarte Silva,,6398,EPR,,O nível de motivação/satisfação e a respectiva influência na qualidade do trabalho docente a partir da análise linguístico-discursiva da construção do ethos: um estudo de caso em uma universidade federal brasileira,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Clodualdo Venício de Sousa,,23425,EEL,,Desenvolvimento de um conversor de potência de cinco níveis para sistemas eólicos com emprego de gerador com bobinas abertas,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Rogério Fernandes Brito,,7379,EME,,ANÁLISE NUMÉRICA DA INFLUÊNCIA TÉRMICA DOS REVESTIMENTOS EM FERRAMENTAS DE CORTE USANDO PROBLEMAS INVERSOS,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Carlos Augusto de Souza Oliveira,,16585,EMB,,Análise da Performance de Agregados Graúdos Disponíveis na Cidade de Itabira - MG Para a Produção de Concreto de Alto Desempenho,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Francisco Moura Filho,,16037,EMT,,Desenvolvimento de filmes Finos de CaCu3Ti4O12 modificados com Zr/Nb visando aplicação em memorias resistivas de acesso Aleatório.,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Rubén Alexis Miranda Carillo,,5003,EME,,Dimensionamento de turbinas hidráulicas axiais,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,José Augusto Costa Gonçalves,,8194,EAM,,Hidrogeologia da Bacia do Rio do Peixe e caracterização granulométrica/mineralógica dos sedimentos fluviais,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Fabrício Vieira de Andrade,,25507,EMT,,Preparação e caracterização de semicondutores de óxido de nióbio dopados com metais de transição, para aplicação em fotocatálise ambiental,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Carlos Henrique da Silveira,,23193,ECO,,Projeto - 02/2015 - Bioinformática estrutural de proteínas: modelos algoritmos e aplicações biotecnológicas,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Tarcísio Gonçalves de Brito,,25071,EPR,,OTIMIZAÇÃO DO FRESAMENTO DE TOPO DO AÇO INOX DUPLEX,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Daniel Crístian Ferreira Soares,,11246,EMT,,Lipossomas multifuncionais: estratégia terapêutica seletiva do câncer através da técnica de hipertermia magnética fluida,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Daniel Crístian Ferreira Soares,,12844,EMT,,Lipossomas multifuncionais: estratégia terapêutica seletiva do câncer através da técnica de hipertermia magnética fluida,,,
Não,Sim,PIBIC,08/2018 a 07/2019,CNPq,Rogério Fernandes Brito,,26130,EME,,ANÁLISE NUMÉRICA DA INFLUÊNCIA TÉRMICA DOS REVESTIMENTOS EM FERRAMENTAS DE CORTE USANDO PROBLEMAS INVERSOS,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Melina Espanhol Soares,,24399,Química Bacharelado,,Desenvolvimento de Revestimentos para material multifuncional utilizado na proteção contra agrotóxico e solventes orgânicos ,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Rossano Gimenes,,25393,Química Bacharelado,,DEGRADAÇÃO DE EFLUENTES CONTENDO BTX PELO PROCESSO FENTON EMPREGANDO REATOR DE FLUXO ASCENDENTE,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Oscar Cavichia de Moraes,,29963,Física bacharelado,,Evolução química de galáxias espirais: a conexão bojo-disco,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Leandro Gustavo Gomes,,24279,FBA,,Variedades Lorentzianas com Simetria Espacial Intrínseca,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Artur César Fassoni,,28401,Engenharia de Computação,,Modelagem matemática para elucidar o potencial de redução de dose de Inibidores de Tirosina-Quinase no tratamento de Leucemia Mieloide Crônica,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Thiago Vaz da Costa,,27393,Engenharia Química,,Desenvolvimento e análise experimental do controle por faixas em sistemas com falhas em atuadores,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Paulo Pereira Junior,,22991,Engenharia Mecânica Aeronáutica,,ESTUDO DA INFLUÊNCIA DA POROSIDADE NAS CONSTANTES ELÁSTICAS DE MATERIAIS COMPÓSITOS USANDO ONDAS ULTRASSÔNICAS,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Evandro Fortes Rozentalski,,31195,Licenciatura em Química,,OS ARTIGOS EM HISTÓRIA DA CIÊNCIA DA REVISTA CIÊNCIA HOJE COMO RECURSO DIDÁTICO PARA O ENSINO DE CIÊNCIAS: POTENCIAL, LIMITES E DIFICULDADES,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Maximilian Joachim Hodapp,,20261,Engenharia Química,,Estudo numérico de fluidização gás-sólido por programas de código aberto,,,
Sim,Não,PIBIC,03/2020 a 08/2020,UNIFEI,Milady Renata Apolinário da Silva,,24270,Engenharia Ambiental,,TRATAMENTO DE EFLUENTES APLICANDO COMBINAÇÕES DE PROCESSOS CONVENCIONAIS E PROCESSOS OXIDATIVOS AVANÇADOS ,,,
Sim,Não,PIBIC,09/2019 a 08/2020,UNIFEI,Daniela Sachs ,,24793,Química licenciatura,,Avaliação da aderência microbiana e biofilme formada Candida albicans e Staphylococcus aureus sobre a liga Ti-30Ta ,,,
Sim,Não,PIBIC,09/2019 a 02/2020,UNIFEI,Milady Renata Apolinário da Silva,,6567,Engenharia Ambiental,,TRATAMENTO DE EFLUENTES APLICANDO COMBINAÇÕES DE PROCESSOS CONVENCIONAIS E PROCESSOS OXIDATIVOS AVANÇADOS ,,,
Não,Sim,PIBIC,09/2019 a 08/2020,UNIFEI,Tarcísio Gonçalves de Brito,,21586,Engenharia Mecânica,,OTIMIZAÇÃO DO FRESAMENTO DE TOPO DO AÇO INOX DUPLEX.,,,
Não,Sim,PIBIC,09/2019 a 08/2020,UNIFEI,MARLI LUIZA TEBALDI,,21942,ENGENHARIA DE MATERIAIS,,MATERIAIS HÍBRIDOS INTELIGENTES: ESTUDOS IN VIVO COM CONJUGADOS POLÍMERO-PROTEÍNA OBTIDOS VIA RAFT E ATRP,,,
Não,Sim,PIBIC,09/2019 a 08/2020,UNIFEI,Davidson Passos Mendes,,22494,Engenharia de Saúde e Segurança ,,Os riscos do/no trabalho em saúde: demanda necessária de reconfiguração ,,,
Não,Sim,PIBIC,09/2019 a 08/2020,UNIFEI,Washington Batista Vieira,,27708,Engenharia da Mobilidade,,Estudo do comportamento estrutural de vigas casteladas de aço para diferente tipos de carregamento,,,
Não,Sim,PIBIC,09/2019 a 08/2020,UNIFEI,Fabrício Vieira de Andrade,,25507,Engenharia de Materiais,,Preparação e caracterização de semicondutores de óxido de nióbio dopados com metais de transição, para aplicação em fotocatálise ambiental,,
