Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
EV015-2018;2018;Show de Talentos;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;10/11/18;11/11/18;Sim;R$ 0,00;R$ 0,00
EV016-2018;2018;VI Festival da Música Brasileira;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/08/18;25/08/18;Sim;R$ 0,00;R$ 0,00
EV017-2018;2019;2ª Semana da Expressão Corporal;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;05/08/18;11/08/18;Sim;R$ 0,00;R$ 0,00
PJ001-2017;2019;Coral UNIFEI;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;01/03/17;26/11/17;Sim;R$ 0,00;R$ 0,00
PJ001-2019;2019;Universidade Cultural: estimulando a cultura na cidade de Itajubá;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;08/03/19;31/12/19;Não;R$ 0,00;R$ 0,00
PJ003-2018;2018;Universidade Cultural;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;20/02/18;15/12/18;Sim;R$ 0,00;R$ 0,00
PJ008-2019;2019;Curso Assistencial Amigos de Itajubá - CAAI;FLAVIA FERNANDA CARVALHO MOTTA BARBIERI;PROEX;10/01/19;18/07/19;Sim;R$ 0,00;R$ 0,00
23088.004078/2019-02;2019;Oficinas Temáticas: Projeto de Intervenção Psicossocial e pedagógica - Evento: Procrastinação: o custo de deixar para depois;FLÁVIA LUDOVICO DE MATOS;PRGP/DAC;24/04/19;24/04/19;Sim;R$ 0,00;R$ 0,00
23088.004080/2019-73;2019;Longe de casa - Vida Universitária;FLÁVIA LUDOVICO DE MATOS;DAC;26/03/19;26/03/19;Sim;R$ 0,00;R$ 0,00
23088.007540/2018-34;2018;Longe de casa - Ansiedade em Provas e apresentações;FLÁVIA LUDOVICO DE MATOS;DAE;19/06/18;19/06/18;Sim;R$ 0,00;R$ 0,00
23088.015901/2019-05;2019;Setembro Amarelo UNIFEI 2019 - Saúde Mental é um privilégio?;FLÁVIA LUDOVICO DE MATOS;DAC;04/09/19;25/09/19;Não;R$ 0,00;R$ 0,00
23499.000605/2019-60;2019;Pausa;FLAVIO FONTENELLE LOQUE;ICPA;10/05/19;10/12/19;Não;R$ 0,00;R$ 0,00
23499.000948/2019-24;2019;Curso de Filosofia - Atualização;FLAVIO FONTENELLE LOQUE;ICPA;01/10/19;31/10/19;Não;R$ 0,00;R$ 0,00
23088.007918/2016-38;2016;III Semana Acadêmica de Química (SAQ);FLAVIO SOARES SILVA  ;IFQ;19/10/16;22/10/16;Sim;R$ 0,00;R$ 0,00
23499.000516/2019-13;2019;Rede Camaco. Rede de Tecnologia Social da Região do Mato Dentro;FREDERICO FERREIRA VIANA MATOS;ICT;26/04/19;26/04/20;Não;R$ 0,00;R$ 0,00
23499.001466/2019-91;2019;Desenvolvimento de um Protótipo de Testes de Módulos de Potência de Conversores de Frequência para Aerogeradores de Grande porte;FREDERICO FERREIRA VIANA MATOS;ICT;01/10/19;31/01/20;Não;R$ 0,00;R$ 0,00
23088.016851/2018-94;2018;Campeonato de Cubo Mágico - Etapa Primavera;FREDERICO OLIVEIRA PASSOS;ISEE;15/09/18;16/09/18;Sim;R$ 0,00;R$ 0,00
23088.020651/2017-55;2017;Campeonato de Cubo Mágico - Etapa Nacional;FREDERICO OLIVEIRA PASSOS;ISEE;10/03/18;11/03/18;Sim;R$ 0,00;R$ 0,00
23088.024784/2018-81;2018;II Campeonato Sul-Mineiro de Cubo Mágico - Etapa Nacional;FREDERICO OLIVEIRA PASSOS;ISEE;09/03/19;10/03/19;Sim;R$ 0,00;R$ 0,00
23088.004710/2019-18;2019;Semana de Introdução à Química;GEISE RIBEIRO;IFQ;25/03/19;28/03/19;Sim;R$ 0,00;R$ 0,00
23088.017777/2019-12;2019;I Simpósio Primavera das Mulheres;GEISE RIBEIRO;IFQ;23/09/19;24/09/19;Não;R$ 0,00;R$ 0,00
23088.020090/2018-75;2018;Quimica com segurança;GEISE RIBEIRO;IFQ;26/10/18;26/10/18;Sim;R$ 0,00;R$ 0,00
23088.020464/2017-71;2017;Curso: A Difração de raios X aplicada à caracterização de materiais;GEOVANI RODRIGUES;IEM;30/10/17;15/12/17;Sim;R$ 0,00;R$ 0,00
CR004-2018;2018;Cinética e termodinâmica aplicada ao Processo HAPC para revestimentos de ligas para altas temperaturas;GEOVANI RODRIGUES;IEM;18/06/18;22/06/18;Sim;R$ 0,00;R$ 0,00
23088.002306/2014-97;2019;I Jornada do CEPRASST - Centro de Estudos em Segurança e Saúde do Trabalhador;GERALDO FABIANO DE SOUZA MORAES;ICPA;01/09/14;22/09/14;Sim;R$ 0,00;R$ 0,00
23088.001150/2017-70;2017;III Latin American Meeting Hydro Power end Systems;GERALDO LÚCIO TIAGO FILHO;IRN;05/09/17;07/09/17;Não;R$ 0,00;R$ 0,00
23088.002278/2017-51;2017;12º Seminário de Meio Ambiente e Energias Renováveis - SEMEAR;GERALDO LÚCIO TIAGO FILHO;IRN;07/06/17;08/06/17;Sim;R$ 0,00;
23088.002318/2018-45;2018;Desenvolvimento de pesquisa aplicada para a elaboração dos estudos para implantação de uma nova policlínica Municipal;GERALDO LÚCIO TIAGO FILHO;IRN;26/01/18;26/04/18;Sim;R$ 45.767,14;R$ 41.100,00
23088.002542/2018-37;2018;Desenvolvimento de pesquisa aplicada para a elaboração de plano diretor;GERALDO LÚCIO TIAGO FILHO;IRN;01/02/18;01/02/19;Não;R$ 92.220,00;
23088.003358/2018-12;2018;12ª Edição da Conferência de pequenas Centrais hidrelétricas, Mercado & Meio Ambiente;GERALDO LÚCIO TIAGO FILHO;IRN;07/08/18;08/08/18;Sim;R$ 0,00;R$ 0,00
23088.003360/2018-83;2018;XIII Seminário de Meio Ambiente e Energias Renováveis - SEMEAR;GERALDO LÚCIO TIAGO FILHO;IRN;06/06/18;07/06/18;Sim;R$ 0,00;R$ 0,00
23088.005202/2019-49;2019;13º Edição da Conferência de Pequenas Centrais Hidrelétricas, Mercado & Meio Ambiente;GERALDO LÚCIO TIAGO FILHO;IRN;07/08/19;06/08/20;Não;R$ 80.000,00;
23088.005223/2019-64;2019;Estudo de alternativas para elaboração de plano de mobilização social em Planos Municipais ;GERALDO LÚCIO TIAGO FILHO;IRN;07/03/19;30/08/19;Não;R$ 43.748,00;
23088.007146/2017-15;2017;PCH-I Hidrologia Aplicada à geração hidrelétrica;GERALDO LÚCIO TIAGO FILHO;IRN;24/04/17;27/04/17;Não;R$ 15.253,00;
23088.013940/2019-60;2019;II Workshop de Energias Oceânicas e Fluviais;GERALDO LÚCIO TIAGO FILHO;IRN;29/08/19;30/08/19;Não;R$ 0,00;R$ 0,00
23088.014496/2016-57;2016;1ª reunião da Rede Temática Iberoamericana sobre Hidroemergia em Pequena Escala e Workshop de Hidroenergia em Pequena Escala;GERALDO LÚCIO TIAGO FILHO;IRN;29/08/16;31/08/16;Não;R$ 0,00;R$ 0,00
23088.019664/2017-81;2017;Estudo de Cargas e Resistência para implantação de Pórtico Metálico;GERALDO LÚCIO TIAGO FILHO;IRN;21/07/17;29/10/17;Sim;R$ 9.700,00;R$ 11.341,25
23088.023600/2018-66;2018;Treinamento em resiliência Urbana - NEIRU;GERALDO LÚCIO TIAGO FILHO;IRN;09/11/18;10/11/18;Não;R$ 0,00;R$ 0,00
23088.023601/2018-19;2018;Elaboração de estudo estratégico para implantação de unidade de saúde;GERALDO LÚCIO TIAGO FILHO;IRN;01/10/18;31/12/18;Sim;R$ 20.760,00;R$ 27.624,00
23088.024069/2018-49;2018;Pesquisa para levantamento do potencial de energias oceânicas e fluviais na baia de São Marcos no Maranhão - INEOF;GERALDO LÚCIO TIAGO FILHO;IRN;01/10/18;30/09/19;Não;R$ 0,00;R$ 0,00
23088.0012702/2017-15;2017;Semana de Engenharia de materiais;GERSON AVELINO FERNANDES;IEM;23/05/17;14/08/17;Sim;R$ 0,00;
23088.015897/2019-77;2019;Semana de Engenharia de Materiais;GERSON AVELINO FERNANDES;IEM;19/08/19;24/08/19;Não;R$ 0,00;R$ 0,00
23499.001394/2019-82;2019;Unifei Portas Abertas Ensino Médio;GEUDERSON TRASPADINI MARCHIORI;ITABIRA;26/08/19;27/09/18;Não;R$ 0,00;R$ 0,00
23088.020059/2016-72;2016;Análises de microscopia eletrônica de varredura;GILBERT SILVA;IEM;10/11/16;31/12/17;Sim;R$ 40.000,00;R$ 20.000,00
23088.024639/2017-10;2018;Iniciação à Comunicação Científica;GILBERT SILVA;IEM;28/08/17;03/12/17;Sim;R$ 0,00;R$ 0,00
23499.000700/2017-00;2019;Clube de Xadrez Unifei Itabira;GILBERTO DUARTE CUZZUOL;ICPA;22/06/17;07/07/17;Sim;R$ 0,00;R$ 0,00
23499.001360/2016-45;2016;Clube de Xadrez;GILBERTO DUARTE CUZZUOL;ICPA;05/10/16;10/12/16;Sim;R$ 0,00;R$ 0,00
23499.000979/2019-85;2019;"Diagnóstico, Prognóstico e Mobilização de Parceiros para revitalização infraestrutural de 14 escolas públicas estaduais de Itabira-MG (Projeto escola ""Ubuntu"" - ""Sou o que sou, porque somos todos nós!"" ";GISELLE DE PAULA QUEIROZ CUNHA;ICPA;04/06/19;04/05/20;Não;R$ 0,00;R$ 0,00
23499.000980/2019-18;2019;Eixo educacional e a sustentabilidade do Projeto de Revitalização de 14 escolas públicas estaduais de Itabira-MG ;GISELLE DE PAULA QUEIROZ CUNHA;ICPA;04/06/19;04/05/20;Não;R$ 0,00;R$ 0,00
23499.000469/2018-27;2018;VI Competição de Carrinhos de Rolimã UNIFEI/Itabira;GLAUBER ZERBINI COSTAL;Itabira;06/04/18;05/08/18;Sim;R$ 0,00;R$ 0,00
23499.000591/2018-30;2018;Iron Racers de Fórmulas SAE 2018;GLAUBER ZERBINI COSTAL;Itabira;03/05/18;02/03/19;Sim;R$ 0,00;R$ 10.000,00
23499.000646/217-94;2018;V Competição de Carrinhos de Rolimã UNIFEI/Itabira;GLAUBER ZERBINI COSTAL;Itabira;17/05/17;05/09/17;Sim;R$ 0,00;R$ 0,00
23499.001539/2017-83;2018;Projeto Tecnológico - Iron Racers de Fórmula SAE;GLAUBER ZERBINI COSTAL;Itabira;01/02/17;31/01/18;Sim;R$ 0,00;R$ 0,00
23499.000700/2018-82;2018;Café Ambiental;GLAUCIO  MARCELINO MARQUES;Itabira;28/05/18;29/06/18;Sim;R$ 0,00;R$ 0,00
23499.001275/2019-20;2019;Educação Ambiental em Escolas Infantis;GLAUCIO MARCELINO MARQUES;ICPA;28/08/19;11/09/19;Não;R$ 0,00;R$ 0,00
23499.001349/2018-47;2018;Unifei de Portas Abertas Ensino Médio 2018;GLAUCIO MARCELINO MARQUES;ICPA;23/08/18;28/09/18;Sim;R$ 0,00;R$ 0,00
23499.001168/2017-30;2018;Curso ACLS para a reginal do CRM-MG;GUILHERME OLIVEIRA SIQUEIRA;Itabira;04/09/17;01/10/17;Sim;R$ 0,00;R$ 0,00
23499.001265/2018-11;2018;I Demat - Dia de Engenharia de Materiais;GUILHERME OLIVEIRA SIQUEIRA;Itabira;20/08/18;31/08/18;Sim;R$ 0,00;R$ 0,00
23088.002082/2016-85;2016;Daredevil Robotics.;GUILHERME SOUSA BASTOS;IESTI;01/01/16;31/12/16;Não;R$ 0,00;R$ 0,00
23088.015096/2018-21;2018;Curso de Curta Duração em Termografia Infravermelha;GUILHERME SOUSA BASTOS;IESTI;06/08/18;06/08/19;Não;R$ 17.802,00;
23088.017590/2016-68;2016;Curso de Termografia na empresa Vale;GUILHERME SOUSA BASTOS;IESTI;13/10/16;14/10/16;Sim;R$ 14.400,00;R$ 9.940,38
23088.017611/2017-26;2017;Participação em Curso de Curta Duração em Termografia Infravermelha;GUILHERME SOUSA BASTOS;IESTI;23/08/17;25/10/17;Sim;R$ 77.444,49;R$ 77.444,49
23088.007760/2016-04;2016;Scikab: Uma ferramenta Computacional gratuita para Engenheitos e Cientistas;GUILHERME YOUSSEF RODRIGUEZ;IRN;15/02/16;19/02/16;Sim;R$ 0,00;R$ 0,00
23088.013408/2018-61;2018;Biotec em foco;GUILHERME YOUSSEF RODRIGUEZ;IRN;16/06/18;17/06/18;Sim;R$ 0,00;R$ 0,00
23088.004892/2018-38;2018;Compartilhamento de estruturas de Linhas de Subtransmissão Classes 72,5Kv e 145 Kv com redes de Distribuição de Média Tensão Classe 15 Kv - Estudos de Transitórios Eletromagnéticos;GUSTAVO PAIVA LOPES;ISEE;01/04/18;31/11/18;Sim;R$ 127.876,52;R$ 127.876,50
23499.000302/2019-47;2019;II DEMAT - Dia de Engenharia de Materiais;HAROLDO LHOU HASEGAWA;IEI;01/02/19;05/04/19;Sim;R$ 0,00;R$ 0,00
23088.010527/2018-62;2018;AstroWorkshop: Introdução a Ferramentas da Astrofísica para alunos de graduação;HEKTOR STHENOS ALVES MONTEIRO;IFQ;15/07/18;31/12/18;Sim;R$ 750,00;R$ 600,00
23088.002064/2017-84;2017;Beyond Rocket Desing;HELCIO FRANCISCO VILLA NOVA;IEM;06/10/16;01/01/18;Sim;R$ 0,00;
23088.013590/2017-70;2017;Participação no curso de curta duração - Bombas Centrifugas, Submersíveis, Fuso, Dosadoras;HELCIO FRANCISCO VILLA NOVA;IEM;25/07/17;27/07/17;Sim;R$ 3.570,00;R$ 3.058,80
23088.013906/2016-42;2016;CURSO DE HIDRÁULICA BÁSICA;HELCIO FRANCISCO VILLA NOVA;IEM;08/08/16;10/08/16;Sim;R$ 4.571,54;R$ 4.571,54
23088.020269/2018-77;2018;participação no curso de curta duração em operação de Turbinas Hidraulicas e Reguladores de Velocidade;HELCIO FRANCISCO VILLA NOVA;IEM;01/10/18;30/09/19;Sim;R$ 5.831,87;R$ 6.321,31
23499.000799/2017-31;2018;Projeto Solveit! Criação de uma plataforma Competitiva de Resolução de Problemas reais;HENRIQUE DUARTE CARVALHO;Itabira;09/06/17;08/12/17;Sim;R$ 0,00;R$ 0,00
23499.001106/2017-28;2017;III SEPROD - Terceira Semana de Engenharia de Produção;HENRIQUE DUARTE CARVALHO;itabira;08/05/17;27/10/17;Sim;R$ 0,00;R$ 0,00
23088.012066/2016-09;2016;Projeto bebedouros;HERLANE COSTA CALHEIROS;IRN;01/08/16;31/01/18;Não;R$ 0,00;R$ 0,00
23088.013838/2018-83;2018;Elaboração de estudo simplificado de gestão integrada de resíduos sólidos;HERLANE COSTA CALHEIROS;IRN;01/04/18;30/08/18;Sim;R$ 12.471,40;R$ 14.000,00
23088.005089/2019-00;2019;Ciências nas Escolas: mostra de cinema científico e feira itinerante de ciências e matemática nas escolas públicas de Itajubá/MG;HÉVILLA NOBRE CÉZAR;IMC;06/03/19;31/12/19;Não;R$ 10.000,00;
23088.001095/2018-07;2018;Oficina Piloto de Engenharia Quimica: interação com a rede pública de ensino do municipio de Itajubá;HUGO PERAZINNI;IRN;01/02/18;01/08/18;Sim;R$ 0,00;R$ 0,00
23088.016243/2017-07;2017;Oficina Piloto de Engenharia Quimica: adequação e restauração de trocadores de calor casco e tubo;HUGO PERAZINNI;IRN;01/09/17;01/03/18;Sim;R$ 0,00;
23088.016247/2017-87;2017;Oficina Piloto de Engenharia Química: construção de um viscosímetro de Stokes;HUGO PERAZINNI;IRN;01/09/17;01/03/18;Sim;R$ 0,00;
23088.016253/2017-34;2017;Oficina Piloto de Engenharia Química: adequação e restauração de trocador de calor turbular;HUGO PERAZINNI;IRN;01/09/17;01/03/18;Sim;R$ 0,00;
23088.018305/2019-79;2019;Oficina Piloto de Engenharia Química: construção de um elutriador para fins didáticos;HUGO PERAZINNI;IRN;01/10/19;01/04/20;Não;R$ 0,00;R$ 0,00
23088.020342/2016-02;2016;Oficina Piloto de Engenharia Quimica: Construção de uma torre de resfiramento;HUGO PERAZINNI;IRN;01/12/16;01/06/17;Sim;R$ 0,00;R$ 0,00
23088.020343/2016-49;2016;Oficina Piloto de Engenharia Quimica: adeqação e restauração de uma uinidade didática;HUGO PERAZINNI;IRN;01/12/16;01/06/17;Sim;R$ 0,00;R$ 0,00
23088.021730/2018-64;2018;Oficina Piloto de Engenharia Quimica;HUGO PERAZINNI;IRN;01/08/18;01/08/19;Sim;R$ 0,00;R$ 0,00
23088.20345/2016-38;2016;Oficina Piloto de Engenharia Quimica: Construção de um secador de leito fixo;HUGO PERAZINNI;IRN;01/12/16;01/06/17;Sim;R$ 0,00;R$ 0,00
23499.000828/2019-27;2019;Mob Day;IARA ALVES MARTINS DE SOUZA;IEI;01/05/19;24/05/19;Não;R$ 0,00;R$ 0,00
23088.024490/2018-50;2018;Minicurso sobre Diversidade Social no Trabalho;ISABEL CRISTINA DA SILVA ARANTES;IEPG;25/07/18;25/07/18;Sim;R$ 0,00;R$ 0,00
23088.024496/2018-27;2018;Curso de Google Apps 2º  Edição;ISABEL CRISTINA DA SILVA ARANTES;IEPG;24/05/18;24/05/18;Sim;R$ 0,00;R$ 0,00
23088.024689/2018-88;2018;Curso de Linkedin;ISABEL CRISTINA DA SILVA ARANTES;IEPG;17/11/18;17/11/18;Sim;R$ 0,00;R$ 0,00
23088.025012/2018-67;2018;Roda de Negócio ;ISABEL CRISTINA DA SILVA ARANTES;IEPG;22/11/18;22/11/18;Não;R$ 0,00;R$ 0,00
EV012-2018;2018;I Circuito de Administração;ISABEL CRISTINA DA SILVA ARANTES;IEPG;30/08/18;13/09/18;Sim;R$ 0,00;R$ 0,00
23499.000644/2017-03;2017;IV Semana de Engenharia Elétrica, automação e Controle;IVAN PAULO DE FARIA;Itabira;15/05/17;15/09/17;Sim;R$ 0,00;R$ 0,00
23499.001380/2019-69;2019;Encontro de Engenharia Ambiental;JAMES LACERDA MAIA;ICPA;02/09/19;06/09/19;Não;R$ 0,00;R$ 0,00
23088.011332/2016-78;2016;DESENVOLVIMENTO DE NOVA METODOLOGIA DE FISCALIZAÇÃO DAS EMPRESAS DISTRIBUIDORAS DE ENERGIA ELÉTRICA COM A UTILIZAÇÃO DE BIG DATA;JAMIL HADDAD;ISEE;18/02/16;01/08/16;Sim;R$ 108.060,00;R$ 108.060,00
23088.017145/2016-06;2016;SPE UNIFEI – Capítulo Estudantil da Sociedade dos Engenheiros de Petróleo;JAMIL HADDAD;Excen;01/10/16;30/09/17;Sim;R$ 0,00;R$ 0,00
23088.018973/2018-15;2018;Curso de Formação de Preceptores e Residentes;JANAÍNA ROBERTA DOS SANTOS;IRN;17/08/18;18/10/18;Sim;R$ 0,00;R$ 0,00
23088.004485/2016-69;2016;A Fantástica Fábrica da Química”: interfaces entre ciência e literatura por meio do teatro;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;01/03/16;31/01/17;Sim;R$ 0,00;R$ 0,00
23088.006382/2018-03;2018;Quitrupe apresenta: Alice Cientificamente Coomprovada;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;01/03/18;31/12/18;Sim;R$ 10.000,00;R$ 10.000,00
23088.015430/2019-27;2019;Terças Teatrais;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;06/08/19;19/11/19;Não;R$ 0,00;R$ 0,00
23088.018000/2017-03;2017;O Quitrupe em cena: divulgação científica por meio do teatro;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;01/06/17;30/12/17;Sim;R$ 0,00;R$ 0,00
23088.001726/2019-61;2019;Projeto Baja - Equipe Saci;JEAN CARLO CESCON PEREIRA;IEM;01/01/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.001817/2018-15;2018;Aeroescola;JÉSUS ANTONIO GARCIA SANCHEZ;IEM;01/03/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.006180/2019-34;2019;Inclusão e acessibilidade para pessoas com deficiência visual usando impressoras 3D;JÉSUS ANTONIO GARCIA SANCHEZ;IEM;28/03/19;31/12/19;Não;R$ 10.000,00;
23088.008464/2017-01;2017;Projeto SAE Aerodesing - Equipe Uirá;JÉSUS ANTONIO GARCIA SANCHEZ;IEM;01/05/17;30/04/18;Sim;R$ 10.000,00;R$ 10.500,00
23088.018386/2018-26;2018;Gestão da Semana de Engenharia Mecânica (SEMEC);JÉSUS ANTONIO GARCIA SANCHEZ;IEM;23/07/18;10/12/18;Sim;R$ 5.000,00;R$ 2.000,00
23088.018393/2018-28;2018;Gestão da Semana de Engenharia Mecânica (SEMEC);JÉSUS ANTONIO GARCIA SANCHEZ;IEM;23/07/18;10/12/18;Sim;R$ 5.000,00;R$ 2.000,00
PJ005-2019;2019;Montagem de uma impressora 3D com recursos avançados;JÉSUS ANTONIO GARCIA SANCHEZ;IEM;01/05/19;31/12/19;Não;R$ 5.792,00;
23088.005050/2017-12;2017;Curso de Curta Duração - QPSE - Módulo Ocnfiabilidade dos Sistemas Elétricos;JOÃO GUILHERME DE CARVALHO  COSTA;ISEE;21/11/16;25/11/16;Sim;R$ 5.600,00;R$ 5.600,00
23088.020312/2017-79;2017;Participação em Curso de Curta Duração QPSE - Módulo Confiabilidade dos Sistemas Elétricos;JOÃO GUILHERME DE CARVALHO  COSTA;ISEE;02/10/17;06/10/17;Sim;R$ 6.400,00;R$ 6.781,85
23499.000499/2017-52;2018;Bateria Calangodum;JOÃO LUCAS DA SILVA;Itabira;20/06/17;20/06/18;Sim;R$ 0,00;R$ 0,00
23499.000720/2019-34;2019;Feira de Economia Solidária e Sustentabilidade de Itabira 2019;JOÃO LUCAS DA SILVA;ICT;29/04/19;31/12/19;Não;R$ 0,00;R$ 0,00
23499.001290/2019-78;2019;Quarta Arte 2019;JOÃO LUCAS DA SILVA;ICT;02/09/19;31/12/19;Não;R$ 0,00;R$ 0,00
23499.001427/2016-41;2016;Grupo Vocal Unifei-Itabira;JOÃO LUCAS DA SILVA;Itabira;19/09/16;18/09/17;Sim;R$ 12.375,00;R$ 2.441,63
23499.001524/2017-15;2019;Enchendo o Cadim de Música: Vivências Musicais;JOÃO LUCAS DA SILVA;ICT;01/11/17;31/10/18;Sim;R$ 0,00;R$ 0,00
23499.001606/2017-60;2017;Engenheiros Sem Fronteiras - Núcleo Itabira;JOÃO LUCAS DA SILVA;ICT;12/11/17;11/11/18;Sim;R$ 0,00;R$ 0,00
23499.002315/2018-70;2018;Capacitação: Gerador de Indução Duplamente Alimentado (DFIG) para Geração de Energia Eólica de Grande Porte - Noções Básicas;JOÃO LUCAS DA SILVA;ICT;21/01/19;27/01/19;Sim;R$ 0,00;R$ 0,00
PJ010-2019;2019;Simple Juris;JOAO PAULO REUS RODRIGUES LEITE;IESTI;16/05/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.011317/2019-72;2019;Astronomia na Prática;JOÃO RICARDO NEVES DA SILVA;IFQ;23/06/19;30/07/19;Sim;R$ 0,00;R$ 0,00
23088.019538/2017-27;2017;Grupos Colaborativos na formação de professores: Construindo práticas inovadoras no ensino de ciências e matemática;JOÃO RICARDO NEVES DA SILVA;IFQ;21/08/17;04/12/17;Sim;R$ 0,00;R$ 0,00
23088.013777/2016-92;2016;Curso Libras - Língua Brasileira de Sinais;JONAS MARCELO DE CARVALHO SIMÃO;DEP;16/08/16;20/09/16;Sim;R$ 0,00;R$ 0,00
23088.008115/2017-81;2017;Elaboraçõa de documentos técnicos para subsidiar o suo da Identificação Única de Produtos (UDI) e o Gerenciamento de Risco em redes médicas de TI no Projeto de Produtos para Saúde do Grupo de Engenharia Biomédica (GEB);JOSÉ ALBERTO FERREIRA FILHO;PRAD;11/11/16;30/04/17;Não;R$ 160.000,00;
PJ002-2019;2019;O Laboratório Remoto da Unifei como ferramenta para a popularização da Ciência, Tecnologia e Inovação: do desenvolvimento de propostas à formação de professores;JOSÉ ALBERTO FERREIRA FILHO;IESTI;22/03/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.002126/2019-10;2019;Participação em curso de especialização em Engenharia de Processos, Produtividade e Qualidade na Faculdade de Administração e Informática (FAI);JOSÉ ANTÔNIO QUEIROZ;IEPG;02/02/19;30/04/19;Sim;R$ 4.145,88;R$ 4.145,88
23088.008788/2019-01;2019;Participação em curso de especialização em Engenharia de Processos, Produtividade e Qualidade na Faculdade de Administração e Informática (FAI), de Santa Rita do Sapucaí, Minas Gerais;JOSÉ ANTÔNIO QUEIROZ;IEPG;18/05/19;18/08/19;Não;R$ 4.145,88;
23088.012436/2019-42;2019;Participação em curso de especialização em Engenharia de Processos, Produtividade e Qualidade na Faculdade de Administração e Informática (FAI), de Santa Rita do Sapucaí, Minas Gerais;JOSÉ ANTÔNIO QUEIROZ;IEPG;29/06/19;29/09/19;Não;R$ 4.145,88;
23088.002923/2016-54;2016;Participação em programa de formação e capacitação em inovação de processos de avaliação de investimentos em PPPs: Engenharia Econômica I e II;JOSÉ ARNALDO BARRA MONTEVECHI;IEPG/IRN;07/03/16;29/03/16;Não;R$ 8.000,00;
23088.012342/2019-73;2019;Participação em programa de formação e capacitação em inovação de processo de avaliação de investimentos em PPPs: Engenharia Econômica I e II;JOSÉ ARNALDO BARRA MONTEVECHI;IEPG;24/06/19;24/12/19;Sim;R$ 13.800,00;R$ 16.224,06
23088.019251/2016-16;2016;Participação em programa de formação e capacitação em inovação de processos de avaliação de investimentos em PPPs: Engenharia Econômica I e II;JOSÉ ARNALDO BARRA MONTEVECHI;IEPG;17/10/16;18/10/16;Sim;R$ 18.700,00;R$ 15.114,30
23088.024083/2018-42;2018;Paticipação em programa de capacitação em Engenharia Econômica 1 e 2;JOSÉ ARNALDO BARRA MONTEVECHI;IEPG;09/11/18;30/11/18;Não;R$ 8.050,00;
23499.000809/2019-09;2019;Expedição Piracicaba - Pela Vida do Rio;JOSÉ AUGUSTO COSTA GONÇALVES;ICPA;26/05/19;30/06/20;Não;R$ 0,00;R$ 0,00
23499.000126/2018-62;2018;Equipe MountainBaja;JOSÉ CARLOS DE LACERDA;Itabira;01/01/18;31/12/18;Sim;R$ 10.000,00;
23499.000219/2017-14;2018;Equipe MountainBaja;JOSÉ CARLOS DE LACERDA;Itabira;01/01/17;20/12/17;Sim;R$ 0,00;R$ 0,00
23499.000588/2019-61;2019;Equipe Mountain Baja;JOSÉ CARLOS DE LACERDA;ITABIRA;01/01/19;31/12/19;Não;R$ 10.000,00;
23499.000611/2018-36;2018;V Worshop dop Grupo de Pesquisa em sistemas de exautão (GPESE);JOSÉ CARLOS DE LACERDA;Itabira;08/05/18;12/05/18;Sim;R$ 0,00;R$ 0,00
23499.000808/2019-56;2019;VI Workshop do Grupo de Pesquisa em Sistemas de Exaustão (GPESE) ;JOSÉ CARLOS DE LACERDA;IEI;12/03/19;04/06/19;Sim;R$ 0,00;R$ 0,00
23088.000348/2017-36;2016;Certificação e ensaios de produtos de tecnologia e telecomunicação;JOSÉ CARLOS GRILLO RODRIGUES;ISEE;01/01/17;31/07/18;Não;R$ 0,00;R$ 0,00
23088.000348/2017-36;2017;Certificação e ensaios de produtos de tecnologia e telecomunicação;JOSÉ CARLOS GRILLO RODRIGUES;ISEE;01/01/17;31/12/17;Não;R$ 141.370,00;
23088.000768/2016-31;2016;Certificação e ensaios de produtos de tecnologia da Informação;JOSÉ CARLOS GRILLO RODRIGUES;ISEE;01/01/16;31/08/16;Não;R$ 143.554,00;
23088.010479/2017-30;2017;Despertando para a pesquisa;JOSÉ CARLOS GRILLO RODRIGUES;ISEE;24/02/17;30/06/17;Não;R$ 0,00;
23088.016100/2018-78;2018;Certificação e ensaios de produtos de tecnologia da informação e teçecomunicação;JOSÉ CARLOS GRILLO RODRIGUES;ISEE;06/08/18;31/08/19;Não;R$ 385.589,65;
