Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.007819/2019-07;2019;IV Curso de Sistemas fotovoltaicos: Dimensionamento on e off grid, tarifação, treinamento em bancada, viabilidade, econômica agente do mercado FV, estudos de caso e simulação computacional em PVSyst;CHRISTIAN J CORONADO RODRIGUEZ;IEM;25/05/19;25/10/19;Não;R$ 10.000,00;
23088.010247/2017-73;2017;Introdução a Sistemas fotovoltaicos. Dimensionamento de sistemas on e off grid, treinamento em bancada, analise técnico econômica, estudos de caso e simulação computacional;CHRISTIAN J CORONADO RODRIGUEZ;IEM;14/09/17;14/11/17;Sim;R$ 140.000,00;R$ 12.475,00
23088.012458/2018-21;2018;III Curso de Introdução a Sistemas fotolaicos: Dimensionamento de sistemas em e off grid. Treinamento em bancada, analise técnico econômica, estudos de caso e simulação computacional em PVSyst;CHRISTIAN J CORONADO RODRIGUEZ;IEN;20/09/18;30/11/18;Sim;R$ 11.885,00;R$ 10.130,00
23088.017984/2019-69;2019;V Curso de Sistemas fotovoltaicos: Dimensionamento on e off grid, tarifação, treinamento em bancada, viabilidade econômica, agente do mercado FV, estudos de caso e simulação computacional em PVSyst;CHRISTIAN J CORONADO RODRIGUEZ;IEM;23/11/19;23/03/20;Não;R$ 11.101,00;
23088.020065/2016-20;2016;Intridução a sistemas hibridos eólico -  fotovoltaicos, dimnesionamento de sistemas isolados e conectados à rede, estudo de caso;CHRISTIAN J CORONADO RODRIGUEZ;IEM;10/03/17;11/03/17;Não;R$ 14.000,00;
23088.001700/2016-70;2016;A Escola que Construímos;CIBELE MOREIRA MONTEIRO ROSA;IFQ;01/03/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23088.007798/2017-20;2017;Danada de Lata: estimulando a criatividade por meio da música e da sucata;CIBELE MOREIRA MONTEIRO ROSA;IFQ;01/06/17;31/12/17;Sim;R$ 7.995,00;R$ 9.053,98
23088.011290/2017-56;2017;Ética e Responsabilidade Social nas Organizações;CIBELE MOREIRA MONTEIRO ROSA;IFQ;19/06/17;17/07/17;Sim;R$ 0,00;
23088.011295/2017-89;2017;Fundamentos de Empreendedorismo;CIBELE MOREIRA MONTEIRO ROSA;IFQ;19/06/17;17/07/17;Sim;R$ 0,00;
23088.011296/2017-23;2017;Tendências Contemporâneas de Gestão Organizacional;CIBELE MOREIRA MONTEIRO ROSA;IFQ;19/06/17;17/07/17;Sim;R$ 0,00;
23088.002281/2016-93;2016;Tecnologias emergentes a serviço da aprendizagem;CLÁUDIA ELIANE DA MATTA;ISEE;14/03/16;07/05/16;Sim;R$ 0,00;R$ 0,00
23088.002285/2016-71;2016;Todos somos leitores;CLÁUDIA ELIANE DA MATTA;ISEE;04/02/16;07/12/16;Sim;R$ 0,00;R$ 0,00
23088.003224/2018-93;2018;Todos Somos Leitores;CLÁUDIA ELIANE DA MATTA;ISEE;07/03/18;12/12/18;Sim;R$ 0,00;R$ 0,00
23088.004567/2018-51;2018;Tecnologias emergentes a serviço da aprendizagem;CLÁUDIA ELIANE DA MATTA;ISEE;19/03/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.005013/2017-12;2017;Fomação Bàsica de Tutoria;CLÁUDIA ELIANE DA MATTA;ISEE;22/03/17;13/04/17;Sim;R$ 0,00;
23088.005138/2019-04;2019;Todos somos leitores;CLÁUDIA ELIANE DA MATTA;ISEE;01/02/19;30/12/19;Não;R$ 0,00;R$ 0,00
23088.005495/2016-11;2016;Tecnologias emergentes a serviço da aprendizagem – Turma 2;CLÁUDIA ELIANE DA MATTA;ISEE;02/05/16;20/06/16;Sim;R$ 0,00;R$ 0,00
23088.007802/2017-80;2017;Tecnologias emergentes a serviço da aprendizagem;CLÁUDIA ELIANE DA MATTA;ISEE;17/04/17;22/12/17;Sim;R$ 10.800,00;
23499.001032/2017-20;2018;III Semob -  Semana da Engenharia da Mobilidade;CLAUDIO ERNANI MARTINS OLIVEIRA;Itabira;01/08/17;03/10/17;Sim;R$ 0,00;R$ 0,00
23499.001235/2017-16;2018;Pausa;CLAUDIO ERNANI MARTINS OLIVEIRA;IEI;13/09/17;12/09/18;Sim;R$ 0,00;R$ 0,00
23088.011058/2017-18;2017;Participação no curso de Curta Duração - QPSE - Análise de Sistemas de Potência;CLAÚDIO FERREIRA;ISEE;05/06/17;07/06/17;Sim;R$ 12.991,02;R$ 15.630,84
23088.014560/2017-81;2017;Participação no curso de Curta duração - QPSE Análise de Sistema de Potência;CLAÚDIO FERREIRA;ISEE;27/06/16;01/07/16;Sim;R$ 12.995,66;R$ 12.995,66
23088.017646/2017-65;2017;Curso de Capacitação em MOOC;CLAUDIO KIRNER;IMC;12/09/17;23/11/17;Sim;R$ 0,00;
23088.001074/2019-64;2019;Projeto Especial: Liga de Mercado Financeiro da Unifei;CLEBER GONÇALVES JUNIOR;IEPG;31/08/17;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.001080/2019-11;2019;Projeto Especial: Liga de Mercado Financeiro da Unifei;CLEBER GONÇALVES JUNIOR;IEPG;01/01/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.006057/2019-13;2019;O papel transformador da universidade;CLEBER GONÇALVES JUNIOR;IEPG;27/03/19;31/12/19;Não;R$ 10.000,00;
23088.012096/2016-15;2016;Palestra sobre Planejamento Financeiro;CLEBER GONÇALVES JUNIOR;IEPG;23/06/16;23/06/16;Sim;R$ 0,00;R$ 0,00
23088.015115/2017-58;2017;Participação em programa de formação e capacitação em inovação de processos de Finanças Corporativas, Contabilidade Gerencial e Valoração de Empresas (Valuation) a ser realizado pela FUPAI;CLEBER GONÇALVES JUNIOR;IEPG;14/08/17;18/08/17;Sim;R$ 5.750,00;R$ 3.205,13
23088.015435/2016-15;2016;Projeto Especial: Liga de Mercado Financeiro;CLEBER GONÇALVES JUNIOR;IEPG;01/08/16;31/07/17;Sim;R$ 0,00;R$ 0,00
23088.019456/2019-44;2019;Reparos na instalação elétrica da APAE de Passa Quatro - MG;CREDSON DE SALLES;ISEE;02/09/19;01/09/20;Não;R$ 0,00;R$ 0,00
23499.001717/2015-12;2019;6º Workshop de Inovação no Ensino Superior;DAIR JOSE DE OLIVEIRA;ICT;05/08/15;12/11/15;Sim;R$ 0,00;R$ 0,00
23088.000676/2019-62;2019;Equipe Desafio Sampe Itabira;DANIEL ANDRADA MARIA;IEI;10/04/19;10/12/19;Não;R$ 10.000,00;
23088.003390/2019-71;2019;Análise Microestrutural de Materiais;DANIEL THOMAZINI;IEM;01/04/19;31/03/20;Não;R$ 12.500,00;
23088.017195/2019-28;2019;Medição da condutividade térmica de materiais pelo método de laser pulsado;DANIEL THOMAZINI;IEM;01/09/19;31/08/20;Não;R$ 17.500,00;
23088.008636/2016-58;2016;Engenheiros sem fronteira;DANIELA ORNAGHI SANT ANNA;IRN;01/10/15;01/10/16;Sim;R$ 0,00;R$ 0,00
23088.017484/2019-27;2019;1º Fórum São Geraldo;DANIELA ORNAGHI SANT ANNA;IRN;20/09/19;20/09/19;Não;R$ 0,00;R$ 0,00
23088.017486/2019-16;2019;Desenvolvimento e Interseccionalidade;DANIELA ORNAGHI SANT ANNA;IRN;24/09/19;26/11/19;Não;R$ 0,00;R$ 0,00
23088.000946/2017-13;2017;Sensibilização de alunos do ensino fundamental sobre resíduos solídos;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;25/11/16;25/11/16;Sim;R$ 0,00;
23088.007740/2016-25;2016;Ambiente natural: aproximando a comunidade da UNIFEI e da cidade de Itajubá do trabalho voluntário da Associação Resgacti.;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;04/05/16;04/05/17;Sim;R$ 0,00;R$ 0,00
23088.008225/2019-13;2019;Unifei Sintrópica;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;25/02/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.010472/2019-71;2019;Sensibilização sobre Arborização na Escola Municipal Antônio Salomon;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;30/05/19;13/06/19;Não;R$ 0,00;R$ 0,00
23088.010665/2016-80;2016;Os Direitos de todos para todos;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/06/16;15/07/16;Sim;R$ 0,00;R$ 0,00
23088.011237/2019-17;2019;Sala Verde LEAS: palestra, oficina e exposição de banners sobre fauna e Unidades de Conservação;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;06/07/19;07/07/19;Sim;R$ 0,00;R$ 0,00
23088.011560/2019-91;2019;Sensibilização sobre o Meio Ambiente por meio da Reciclagem;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/06/19;21/06/19;Não;R$ 0,00;R$ 0,00
23088.012845/2019-49;2019;Projeto Ecoeficiente para a ONG Resgati - Fase 2;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;10/04/19;30/12/19;Não;R$ 0,00;R$ 0,00
23088.012860/2019-97;2019;Sensibilização dos alunos do 4º ano da Escola Municipal Teodomiro Santiago quanto à problemática do lixo;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;19/06/19;03/07/19;Não;R$ 0,00;R$ 0,00
23088.013676/2016-11;2016;Sensibilização dos Professor (a)es e técnicos da unifei para o combate do mosquito aedes aegypti;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013677/1016-66;2016;Sensibilização da Comunidade da Unifei sobre o uso de vidro para produção de artesanado;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013678/2016-19;2016;Sensibilização dos estudantes das republicas da UNIFEI visando a Gestão de Resíduos Sólidos;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013679/2016-55;2016;Sensibilização para o racionamento de água nas repúblicas;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013868/2016-28;2016;Desperdício de água: sensibilização dos responsáveis técnicos pela manutenção de vazamentos nos banheiros da UNIFEI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013869/2016-72;2016;Importância da Reciclagem do òleo de Cozinha usado;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.013870/2016-05;2016;SENSIBILIZAÇÃO DOS COLABORADORES TERCEIRIZADOS DA UNIFEI, CAMPUS ITAJUBÁ SOBRE PREVENÇÃO E COMBATE DO AEDES AEGYPTI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.014058/2019-31;2019;Atividade de Extensão Universitária com base na Educação Ambiental crítica e reflexiva via desenvolvimento de um projeto aplicado à Permacultura e Sistemas Agroflorestais;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;30/05/19;18/06/19;Sim;R$ 0,00;R$ 0,00
23088.015055/2016-75;2016;Sensibilização da comunidade discente no combate ao Aedes Aegypti;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.015056/2016-17;2016;Sensibilização dos Aluno (a)s de sexto ano do ensino fundamental do Curso G9 sobre a importância do solo;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/16;21/06/16;Sim;R$ 0,00;R$ 0,00
23088.015784/2018-91;2018;Projeto de Educação Ambiental: Horta Orgânica;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;12/04/18;19/02/18;Sim;R$ 0,00;R$ 0,00
23088.016625/2018-11;2018;Multirão no Parque Nacional Serra da Bocaina como instrumento de educação ambiental;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;31/08/18;01/09/18;Sim;R$ 0,00;R$ 0,00
23088.017214/2018-35;2018;Educação ambiental e sua importancia para a cidadania;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/08/18;07/08/18;Sim;R$ 0,00;R$ 0,00
23088.017318/2017-69;2017;Disseminação de informações no âmbito docente  da UNIFEI sobre o mosquito Aedes Aegypti e as doenças por ele transmitidas;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017359/2017-55;2017;Oficinas de Geração de sabão a partir de óleo de cozinha usado nas republicas estudantis de Itajubá - MG;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017360/2017-80;2017;Combate ao mosquito Aedes Aegypti na Unifei - Alunos;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017717/2017-20;2017;Incentivo à leitura como forma de desenvolvimento local;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;17/04/17;04/07/17;Sim;R$ 0,00;
23088.017718/2017-74;2017;Projeto composteira na Escola Municipal São Sebastião - Itajubá MG;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017724/2017-21;2017;Horta Escolar;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017793/2017-35;2017;Concientização do uso da água para alunos do ensino fundamental 1;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017807/2017-11;2017;Projeto Meio Ambiente: A importância da Reciclagem, da Reutilização, da Redução e da Recuperação para o nosso planeta;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/17;27/06/17;Sim;R$ 0,00;
23088.017809/2017-18;2017;Projeto de extensão para sensibilização dos alunos de uma escola municipal rural de Itajubá - MG, a respeito da separação e destinação ambientalmente adequada dos resíduos domésticos;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;17/04/17;04/07/17;Sim;R$ 0,00;R$ 0,00
23088.018351/2019-78;2019;sala Verde LEAS vai à escola: arborização e jardinagem na Escola Municipal Reino Encantado - Inconfidentes/MG;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;02/09/19;06/09/19;Não;R$ 0,00;R$ 0,00
23088.018352/2019-12;2019;Sala Verde LEAS vai à escola: sensibilização ambiental no Horto Florestal Anhumas;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;29/08/19;29/08/19;Não;R$ 0,00;R$ 0,00
23088.005869/2018-61;2018;Projeto Aquecedor Solar Sustentável;DANIELE ORNAGHI SANT’ANNA;IRN;11/04/18;31/12/18;Sim;R$ 4.460,08;R$ 3.200,00
23088.006204/2019-55;2019;Casa da Terra: uma oficina sustentável;DANIELE ORNAGHI SANT’ANNA;IRN;13/03/19;31/12/19;Não;R$ 10.000,00;
23088.012233/2018-75;2018;V Encontro sobre Desenvolvimento, Tecnologias e Sociedade;DANIELE ORNAGHI SANT’ANNA;IRN;18/06/18;20/06/18;Sim;R$ 0,00;R$ 0,00
23088.001439/2018-70;2018;Desenvolvimento e Aperfeiçoamento de Módulos de Rádio para Internet das coisas;DANILO HENRIQUE SPADOTI;IESTI;23/01/18;30/05/19;Sim;R$ 12.000,00;R$ 22.937,29
23088.010052/2019-95;2019;Módulo RF/Neras FIT: Levantamento de Requisitos;DANILO HENRIQUE SPADOTI;IESTI;15/05/19;30/08/19;Não;R$ 6.000,00;
23088.013247/2019-97;2019;Caracterização de antenas e módulos de rádio OneRF;DANILO HENRIQUE SPADOTI;IESTI;02/07/19;30/06/20;Não;R$ 29.400,00;
23088.002306/2014-97;2019;I Jornada do CEPRASST - Centro de Estudos em Segurança e Saúde do Trabalhador;DAVIDSON PASSOS MENDES;ICPA;01/09/14;22/09/14;Sim;R$ 0,00;R$ 0,00
23088.008182/2018-87;2018;Metodologias Ativas e Novas Tecnologias Educacionais no Ensino de Ciências e Matematica: Oficina Narrativas Digitais;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;18/04/18;30/11/18;Sim;R$ 0,00;R$ 0,00
23088.012661/2019-89;2019;Metodologias Ativas e Novas Tecnologias Educacionais no Ensino de Ciências e Matemática;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;01/08/19;10/12/19;Não;R$ 0,00;R$ 0,00
23088.015701/2019-44;2019;II Simpósio Internacional de Educação em Ciências e IV Semana das Licenciaturas da Unifei;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;11/11/19;20/12/19;Não;R$ 2.000,00;
23088.016521/2018-07;2018;I Simpósio Internacional de Educação em Ciências e III Semana das licenciaturas da Unifei;DENISE PEREIRA DE ALCANTARA FERRAZ;IFQ;29/10/18;01/11/18;Sim;R$ 2.000,00;R$ 2.820,00
23088.002197/2018-31;2018;Projeto Baja- Equipe Saci;DIEGO MAURICIO YEPES MAYA;IEM;01/01/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.002471/2017-91;2017;Projeto Baja - Equipe Saci;DIEGO MAURICIO YEPES MAYA;IEM;01/01/17;31/12/17;Sim;R$ 24.425,44;R$ 24.425,44
23088.024948/218-71;2018;Minicurso International Advances in biodigestion Technology;DIEGO MAURICIO YEPES MAYA;IEM;10/12/18;14/12/18;Sim;R$ 0,00;R$ 0,00
23088.024958/2018-14;2018;Seminário Internacional UNIFEI e UNILIBRE;DIEGO MAURICIO YEPES MAYA;IEM;05/11/18;09/11/18;Sim;R$ 0,00;R$ 0,00
23499.000349/2019-19;2019;Máquinas de Leonardo da Vinci 2019;EDELMA ELETO DA SILVA;ICPA;06/03/19;31/12/19;Não;R$ 8.800,00;
23499.000450/2017-08;;Máquinas de Leonarda da Vinci;EDELMA ELETO DA SILVA;Itabira;01/05/17;31/11/17;Sim;R$ 0,00;R$ 0,00
23499.000522/2018-90;2018;Máquinas de Leonarda da Vinci 2018;EDELMA ELETO DA SILVA;Itabira;27/03/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.000553/2019-63;2019;Curso Assitencial Theodomiro Santiago - CATS;EDMILSON MARMO MOREIRA;IESTI;01/01/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.001749/2018-94;2018;Curso Assistencial Theodomiro Santiago - CATS;EDMILSON MARMO MOREIRA;IESTI;19/03/18;14/12/18;Sim;R$ 5.191,94;
23088.002118/2016-21;2016;Treinamento Especial para Programação Competitiva;EDMILSON MARMO MOREIRA;IESTI;01/01/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23088.002798/2017-63;2017;Curso Assistencial Theodomiro Santiago - CATS;EDMILSON MARMO MOREIRA;IESTI;10/01/16;10/12/16;Sim;R$ 0,00;
23088.003287/2017-69;2017;Curso Assistencial Theodomiro Santiago - CATS;EDMILSON MARMO MOREIRA;IESTI;10/01/17;10/12/17;Sim;R$ 0,00;
23088.003489/2017-19;2017;Epic Coders – Maratona de Programação;EDMILSON MARMO MOREIRA;IESTI;01/01/17;31/12/17;Sim;R$ 83.000,00;R$ 40.000,00
23088.007805/2017-13;2017;Curso Assistencial Theodomiro Santiago - CATS;EDMILSON MARMO MOREIRA;IESTI;01/04/17;31/12/17;Sim;R$ 0,00;R$ 0,00
23088.000210/2015-75;2015;Emissão de Parecer Técnico para Funcionamento Ininterrupto - Decreto 27.048 de 12/08/1949 e Portaria 3.118 de 03/04/1989 do Ministério do Trabalho;EDMILSON OTONI CORRÊA;IEM;11/02/15;15/03/15;Sim;R$ 6.500,00;R$ 6.500,00
23088.007779/2019-95;2019;Prestação de serviços de metalografia, ensaios mecânicos, analise de composição química, microscopia ótica, tratamentos térmicos, medição de dureza, medição de espessura por ultrassom e qualificação de soldadores;EDMILSON OTONI CORRÊA;IEM;26/04/19;26/04/20;Não;R$ 17.838,82;
23088.017086/2018-20;2018;Emissão de parecer técnico para funcionamento ininterrupto ;EDMILSON OTONI CORRÊA;IEM;08/08/18;08/08/19;Sim;R$ 36.000,00;R$ 10.000,00
23088.002669/2018-56;2018;Participação no curso de Curta Duração - Instrumento de Medição e Calibração;EDSON DA COSTA BORTONI;ISEE;19/09/17;20/09/17;Não;R$ 12.222,55;
23088.008285/2017-66;2017;Reguladores de Velocidade;EDSON DA COSTA BORTONI;ISEE;02/05/17;04/05/17;Não;R$ 24.840,00;
23088.008288/2017-08;2017;Operação de Turbinas Hidráulicas e Reguladores de Velocidade;EDSON DA COSTA BORTONI;ISEE;01/08/16;04/08/16;Não;R$ 0,00;R$ 0,00
23088.014375/2017-96;2017;Curso de Curta Duração em Termografia Infravermelha;EDSON DA COSTA BORTONI;ISEE;07/08/17;09/08/17;Sim;R$ 6.726,60;R$ 6.726,60
23088.015071/2019-16;2019;Participação no curso de curta duração em Operação de Turbinas Hidráulicas e Reguladores de Velocidade;EDSON DA COSTA BORTONI;ISEE;29/07/19;29/07/20;Não;R$ 3.272,08;
23088.022950/2018-13;2018;Participação no Curta Duração em Termografia Infravermelha;EDSON DA COSTA BORTONI;IESTI;29/10/18;28/10/19;Não;R$ 0,00;R$ 0,00
23088.024409/2017-51;2017;Participação no curso de curta duração - Instrumentação Insdustrial;EDSON DA COSTA BORTONI;ISEE;16/10/17;20/10/17;Sim;R$ 10.332,55;R$ 10.322,56
23088.002919/2016-96;2016;Participação em programa de formação e capacitação em inovação de processos de avaliação de investimentos em PPPs: Engenharia Econômica I e II;EDSON DE OLIVEIRA PAMPLONA;IEPG;09/03/16;01/04/16;Sim;R$ 25.125,28;R$ 25.125,28
23088.012376/2019-68;2019;Participação em programa de formação e capacitação em inovação de processo de avaliação de investimentos em PPPs: Engenharia Econômica I e II;EDSON DE OLIVEIRA PAMPLONA;IEPG;24/06/19;24/12/19;Não;R$ 20.700,00;
23088.013334/2017-82;2017;Participação em programa de formação e capacitação em inovação de processos de Finanças Corporativas, Contabilidade Gerencial e Valoração de Empresas (Valuation) a ser realizado pela FUPAI;EDSON DE OLIVEIRA PAMPLONA;IEPG;14/08/17;18/08/17;Sim;R$ 9.200,00;R$ 7.863,25
23088.017938/2016-17;2016;Participação em programa de formação e capacitação em inovação de processos de avaliação de investimentos em empresa de logística e sucroenergética: Engenharia Econômica;EDSON DE OLIVEIRA PAMPLONA;IEPG;01/09/16;02/09/16;Sim;R$ 2.636,00;R$ 2.636,59
23088.019253/2016-13;2016;Participação em Programa de Formação e Capacitação em Inovação de Processos de Avaliação de Investimentos em PPPs: Engenharia Econômica I e II;EDSON DE OLIVEIRA PAMPLONA;IEPG;19/10/16;21/10/16;Sim;R$ 28.000,00;R$ 28.751,59
23088.024674/2018-10;2018;Participação em programa de capacitação em Engenharia Econômica 1 e 2;EDSON DE OLIVEIRA PAMPLONA;PROEX;28/11/18;08/12/18;Sim;R$ 12.075,00;R$ 16.190,11
23088.008043/2019-34;2019;Metodologia de Análise de Desempenho de Regionais de Empresas de Distribuição;EDUARDO CRESTANA GUARDIA;ISEE;22/04/19;22/12/19;Não;R$ 94.616,00;
23088.013998/2018-22;2018;Metodologia de Análise de Desempenho de Regionais de Empresas de Distribuição;EDUARDO CRESTANA GUARDIA;ISEE;07/07/18;28/02/19;Não;R$ 77.040,00;
23088.021855/2017-11;2017;Análise de Desempenho de empresas de distribuição;EDUARDO CRESTANA GUARDIA;ISEE;20/10/17;31/07/18;Sim;R$ 80.892,00;R$ 89.280,00
23499.001975/2018-33;2018;Avaliação do aproveitamento de água de chuva na produção de cimento na empresa Itamix;EDUARDO DE AGUIAR DO COUTO;Itabira;01/11/18;30/14/19;Sim;R$ 0,00;R$ 0,00
23088.011619/2017-89;2017;Participação no curso de curta duração – QPSE – Economia do Setor Eletro-Energético ;EDUARDO GUARDIA CRESTANA;ISEE;26/06/17;30/06/17;Sim;R$ 5.195,66;R$ 5.230,84
23088.006190/2018-99;2018;Colóquios Interdisciplinares ;EDUARDO HENRIQUE SILVA BITTENCOURT;IFQ;10/05/18;29/11/18;Sim;R$ 9.059,10;
23088.007839/2017-16;2017;Colóquios Interdisciplinares;EDUARDO HENRIQUE SILVA BITTENCOURT;IFQ;06/04/17;17/11/17;Sim;R$ 8.400,00;R$ 7.500,00
23088.004849/2019-53;2019;Teste de Usabilidade em bomba extracorpórea;EGON LUIZ MULLER JUNIOR;IESTI;15/03/19;31/12/19;Não;R$ 22.328,32;
23088.006108/2019-15;2019;Projeto Play;EGON LUIZ MULLER JUNIOR;IESTI;22/03/19;31/12/19;Não;R$ 9.750,00;
23088.009371/2016-13;2016;Curso de Gerenciamento de Tecnologias de Informação em Saúde;EGON LUIZ MULLER JUNIOR;PRG;16/11/15;18/06/16;Sim;R$ 0,00;R$ 0,00
23088.018858/2019-21;2019;Treinamento de Usabilidade em Equipamentos Médicos;EGON LUIZ MULLER JUNIOR;IESTI;20/09/19;31/03/20;Não;R$ 37.435,29;
23499.000331/2018-28;2018;Conjunto de palestras da área de engenharia elétrica;ÉLCIO FRANKLIN DE ARRUDA;ICT;14/03/18;20/11/18;Sim;R$ 0,00;R$ 0,00
23499.000566/2017-39;2018;"Projeto ""Rondon Cinquentenário""";ÉLCIO FRANKLIN DE ARRUDA;Itabira;05/04/17;31/08/17;Sim;R$ 0,00;R$ 0,00
23499.001043/2018-91;2018;Projeto de apoio pedagógico ao Colégio Tiradentes Itabira;ÉLCIO FRANKLIN DE ARRUDA;Itabira;13/08/18;30/11/18;Sim;R$ 51.000,00;R$ 4.800,00
23088.017300/2018-48;2018;Emissão de Laudo Técnico sobre desempenho de equipamentos de alimentação de Biomassa em UTE;ELECTO EDUARDO SILVA LORA;IEM;03/09/18;20/12/18;Sim;R$ 40.000,00;R$ 40.000,00
23088.020106/2018-40;2018;Educação permanente para funcionários em atenção básica à saúde da PMI;ELIANA DE FATIMA SOUZA SALOMON;IEPG;01/09/18;31/08/19;Sim;R$ 0,00;R$ 0,00
23499.000639/2019-54;2019;Engenheiros Sem Fronteiras - Núcleo Itabira;ELIANE MARIA VIEIRA;ICPA;25/02/19;30/11/19;Não;R$ 0,00;R$ 0,00
23499.000830/2019-04;2019;Educação Ambiental - Carmésia;ELIANE MARIA VIEIRA;ICPA;01/05/19;31/04/2020;Não;R$ 0,00;R$ 0,00
23499.001344/2019-03;2019;Curso AutoCad aplicado ao mapeamento topográfico 2019;ELIANE MARIA VIEIRA;ICPA;27/08/19;03/09/19;Não;R$ 0,00;R$ 0,00
23499.001592/2017-84;2018;Curso de Intridução ao Argis aplicado a analises ambientais;ELIANE MARIA VIEIRA;Itabira;30/11/17;12/12/17;Sim;R$ 0,00;R$ 0,00
23088.004409/2019-04;2019;Programa de formação continuada de professores em Ciências e Matemática: uma proposta de ações colaborativas com foco na nova BNCC;ELIANE MATESCO CRISTOVÃO;IMC;01/03/19;31/12/19;Não;R$ 10.000,00;
23088.005527/2018-41;2018;Programa de formação inicial e continuada de professores em ciências, matemática e saúde: uma proposta de ações coloborativas em parceria com professores de educação básica;ELIANE MATESCO CRISTOVÃO;IMC;19/03/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.011786/2016-49;2016;LETRAMENTO CIENTÍFICO E TECNOLÓGICO NA ESCOLA BÁSICA;ELIANE MATESCO CRISTOVÃO;IMC;31/03/16;30/12/16;Sim;R$ 0,00;R$ 0,00
23088.007740/2019-78;2019;Dev-U;ELISA DE CÁSSIA SILVA RODRIGUES;IMC;15/04/19;15/04/20;Não;R$ 0,00;R$ 0,00
