Número doprocesso - SIPAC/SIGAA,Ano do registro,Título da atividade,Nome do (a) Coordenador (a),Local de lotação do (a) Coordenador (a),Data de início da atividade,Data de termino da atividade,Relatório Final,Receita (Prevista),Receita (Realizada)
23088.006211/2018-76,2018,PROJETO DE COMPETICAO TECNOLOGICA BLACK BEE DRONES,ALEXANDRE CARLOS BRANDAO RAMOS,IMC,26/3/2018,26/3/2019,SIM, R$ -   ," R$ 30.202,80 "
23088.008417/2018-31,2018,MIDIA EM METEOROLOGIA,MARCELO DE PAULA CORREA,IRN,1/3/2018,30/6/2018,SIM, R$ -   , R$ -   
23088.008415/2018-41,2018,CRIACAO DE LABORATORIO VIRTUAL DA ENGENHARIA QUIMICA POR FLUIDODINAMICA COMPUTACIONAL (CFD),MAXIMILIAN JOACHIM HODAPP,IRN,2/5/2018,2/5/2019,SIM, R$ -   , R$ -   
23088.007758/2018-99,2018,CURSO DE GOOGLE APPS,JULIANA CAMINHA NORONHA,IEPG,29/3/2018,29/3/2018,SIM, R$ -   , R$ -   
23088.008628/2018-73,2018,TECNICAS DE DEEP LEARNING,LUIZ EDUARDO BORGES DA SILVA,IESTI,21/5/2018,13/6/2018,SIM, R$ -   , R$ -   
23088.008634/2018-21,2018,MEDICAO DA CONDUTIVIDADE TERMICA,SANDRO MENTREVELLE MARCONDES DE LIMA E SILVA,IEM,1/4/2018,31/12/2018,SIM, R$ -   ," R$ 4.597,70 "
23088.008494/2018-91,2018,EXPOSICAO DE KITS DIDATICOS DE ENERGIAS RENOVAVEIS,BENEDITO DONIZETI BONATTO,ISEE,27/2/2018,28/2/2018,SIM, R$ -   , R$ -   
23499.000412/2017-47,2018,MINI CURSO DE SIMULACAO DE TRAFEGO UTILIZANDO O SOFTWARE AIMSUN,EMERSON JOSE DE PAIVA,ITABIRA,31/3/2017,1/4/2017,SIM, R$ -   , R$ -   
23499.000981/2017-92,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS,LILIAM CAMPOS,ITABIRA,21/7/2017,1/12/2017,SIM, R$ -   , R$ -   
23499.000981/2017-92,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS,HENRIQUE DUARTE CARVALHO,ITABIRA,21/7/2017,1/12/2017,SIM, R$ -   , R$ -   
23088.018492/2017-29,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE 20017 - ELETRONICA DE POTENCIA APLICADA A SISTEMAS ELETRICOS,RONDINELI RODRIGUES PEREIRA,IESTI,11/9/2017,15/9/2017,SIM, R$ -   ," R$ 10.769,13 "
23088.008182/2018-87,2018,METODOLOGIAS ATIVAS E NOVAS TECNOLOGIAS EDUCACIONAIS NO ENSINO DE CIENCIAS E MATEMATICA: OFICINA NARRATIVAS DIGITAIS,DENISE PEREIRA DE ALCANTARA FERRAZ,IFQ,18/4/2018,30/11/2018,SIM, R$ -   , R$ -   
23499.000486/2018-64,2018,TERCA LITERARIA,FERNANDA RODRIGUES SILVA,ITABIRA,11/4/2018,15/12/2018,SIM, R$ -   , R$ -   
23499.000486/2018-64,2018,TERCA LITERARIA,VINICIUS SOUZA NASCIMENTO,ITABIRA,11/4/2018,15/12/2018,SIM, R$ -   , R$ -   
23088.009191/2018-95,2018,INTRODUCAO AO PYTHON,MAURILIO PEREIRA COUTINHO,IESTI,4/6/2018,6/6/2018,SIM, R$ -   , R$ -   
23499.000376/2018-01,2018,STAR UP WEEKEND MAKER 2018,LILIAN BARROS PEREIRA CAMPOS,ITABIRA,1/12/2018,15/4/2019,SIM, R$ -   , R$ -   
23499.000411/2018-83,2018,ARTESANATO SUSTENTAVEL,MARCIO TSUYOSHI YASUDA,ITABIRA,2/4/2018,17/12/2018,SIM, R$ -   , R$ -   
23499.000412/2018-28,2018,MARE VERDE PARA O ACESSO AO ENSINO SUPERIOR,MARCIO TSUYOSHI YASUDA,ITABIRA,5/4/2018,29/11/2018,SIM, R$ -   , R$ -   
23499.000426/2018-41,2018,MARE VERDE: EDUCANDO PARA O FUTURO,MARCIO TSUYOSHI YASUDA,ITABIRA,2/4/2018,1/12/2018,SIM, R$ -   , R$ -   
23499.000439/2018-11,2018,V SEMANA DA ENGENHARIA ELETRICA AUTOMACAO E CONTROLE (V SEEAC),MARCO AURELIO MOURA SURIANI,ITABIRA,9/4/2018,10/9/2018,SIM, R$ -   , R$ -   
23499.000439/2018-11,2018,V SEMANA DA ENGENHARIA ELETRICA AUTOMACAO E CONTROLE (V SEEAC),ELCIO FRANKLIN DE ARRUDA,ITABIRA,9/4/2018,10/9/2018,SIM, R$ -   , R$ -   
23499.000469/2018-27,2018,VI COMPETICAO DE CARRINHOS DE ROLIMA UNIFEI/ITABIRA,GLAUBER ZERBINI COSTAL,ITABIRA,6/4/2018,5/8/2018,SIM, R$ -   , R$ -   
23499.000470/2018-51,2018,UNIFEI PORTAS ABERTAS ENSINO FUNDAMENTAL 2018,MARTINELLY VIEIRA MARTINS,ITABIRA,5/4/2018,7/6/2018,SIM, R$ -   , R$ -   
23499.000493/2018-66,2018,A QUEIMADA E SEUS IMPACTOR NO MEIO URBANO: ABORDAGENS DIRECIONADAS AO ENSINO FUNDAMENTAL E MEDIO,ROSE MARIE BELARDI,ITABIRA,1/5/2018,31/12/2018,SIM, R$ -   , R$ -   
23499.000513/2018-07,2018,DESENVOLVIMENTO DE UM BLOG E UM CANAL SOBRE ERGONOMIA DA ATIVIDADE,RAONI ROCHA SIMÕES,ICPA,1/3/2018,1/12/2018,SIM, R$ -   , R$ -   
23499.000515/2018-98,2018,1º SEMINARIO INTERNACIONAL DE SAUDE E SEGURANCA DA UNIFEI-ITABIRA,RAONI ROCHA SIMÕES,ITABIRA,1/4/2018,26/4/2018,SIM, R$ -   , R$ -   
23088.009988/2018-92,2018,CINEMA & DEBATE,ROGERIO RODRIGUES,IFQ,28/8/2018,20/11/2018,SIM, R$ -   , R$ -   
23088.024496/2018-27,2018,CURSO DE GOOGLE APPS 2º  EDICAO,ISABEL CRISTINA DA SILVA ARANTES,IEPG,24/5/2018,24/5/2018,SIM, R$ -   , R$ -   
23499.000700/2018-82,2018,CAFE AMBIENTAL,GLAUCIO  MARCELINO MARQUES,ITABIRA,28/5/2018,29/6/2018,SIM, R$ -   , R$ -   
23499.000711/2018-62,2018,ENACTUS UNIFEI-ITABIRA,FERNANDA RODRIGUES DA SILVA,ITABIRA,28/5/2018,4/2/2019,SIM, R$ -   , R$ -   
23499.000401/2018-48,2018,"POPTEC- POPULARIZACAO DE CONCEITOS E TECNOLOGIAS DE GERACAO DE ENERGIA, COM FONTES RENOVAVEUS E EFICIENCIA ENERGETICA EM ESCOLAS DE ENSINO MEDIO DE ITABIRA - MG",RAFAEL BALBINO CARDOSO,ITABIRA,27/4/2018,13/12/2018,SIM," R$ 7.900,00 ",
23499.000761/2018-40,2018,ANALISE DAS CONDICÕES DE TRABALHO NA PRODUCAO DE ALGODAO EM CATUTI MG,LEONARDO FERREIRA REIS,ITABIRA,11/6/2018,15/6/2018,SIM, R$ -   , R$ -   
23088.010527/2018-62,2018,ASTROWORKSHOP: INTRODUCAO A FERRAMENTAS DA ASTROFISICA PARA ALUNOS DE GRADUACAO,HEKTOR STHENOS ALVES MONTEIRO,IFQ,15/7/2018,31/12/2018,SIM, R$ -   ," R$ 600,00 "
23088.015551/2017-15,2018,REVISTA AMAN-TI-KYR: ESTUDOS INTERDISCIPLINARES EM EDUCACAO,ALESSANDRA RODRIGUES,IFQ,21/8/2017,21/8/2018,SIM, R$ -   , R$ -   
23499.001032/2017-20,2018,III SEMOB -  SEMANA DA ENGENHARIA DA MOBILIDADE,CLAUDIO ERNANI MARTINS OLIVEIRA,ITABIRA,1/8/2017,3/10/2017,SIM, R$ -   , R$ -   
23088.008191/2018-78,2018,ENCONTRO DE FORMACAO EM LINGUA BRASILEIRA DE SINAIS LIBRAS,ANA CAROLINA SALES OLIVEIRA,IFQ,27/4/2018,27/4/2018,SIM, R$ -   , R$ -   
23499.000763/2018-39,2018,CPEE - CONGRESSO PESQUISA EXTENSAO E ENSINO,MARCOS ROBERTO DE ABREU ALVES,ITABIRA,1/5/2018,30/4/2019,SIM," R$ 37.248,00 "," R$ 31.476,45 "
23088.011487/2018-76,2018,"PARTICIPACAO EM CURSO DE ESPECIALIZACAO EM ENGENHARIA DE PROCESSOS, PRODUTIVIDADE E QUALIDADE",CARLOS HENRIQUE PEREIRA MELLO,IEPG,9/6/2018,15/12/2018,SIM," R$ 31.377,50 "," R$ 15.911,38 "
23088.011518/2018-99,2018,WRECKING BALL - COMPETICÕES EM CONCRETO,VALQUIRIA CLARET DOS SANTOS,IRN,26/2/2018,7/12/2018,SIM," R$ 10.000,00 "," R$ 15.331,91 "
23499.000737/2018-19,2018,PRODUCAO DE MATERIAL DIDATICO SOBRE CARLOS DRUMOND DE ANDRADE,RICARDO SHITSUKA,ITABIRA,1/6/2018,20/12/2018,SIM, R$ -   , R$ -   
23499.000591/2018-30,2018,IRON RACERS DE FORMULAS SAE 2018,GLAUBER ZERBINI COSTAL,ITABIRA,3/5/2018,2/3/2019,SIM, R$ -   ," R$ 10.000,00 "
23088.011539/2018-12,2018,ALIANCA BIBLICA UNIVERSITARIA DO BRASIL,PAULO FERNANDO RIBEIRO ,ISEE,12/6/2018,12/6/2019,SIM, R$ -   , R$ -   
23088.012104/2018-87,2018,"XIII ENCONTRO REGIONAL DE CATALISE: MINAS GERAIS, PARANA E SAO PAULO",KARINA ARRUDA ALMEIDA,IRN,14/6/2018,14/11/2018,SIM, R$ -   , R$ -   
23088.024639/2017-10,2018,INICIACAO À COMUNICACAO CIENTIFICA,GILBERT SILVA,IEM,28/8/2017,3/12/2017,SIM, R$ -   , R$ -   
23088.005984/2018-35,2018,INSPECAO EM ENSAIOR EM ISOLADORES E TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2018,30/6/2018,SIM," R$ 14.056,55 "," R$ 52.084,70 "
23088.012345/2018-26,2018,CENTRO DE ESTUDANTES VOLUNTARIOS AMIGOS DE ITAJUBA,LUIZ EUGENIO VENEZIANI PASIN,IEPG,1/2/2018,30/12/2018,SIM, R$ -   , R$ -   
23088.012458/2018-21,2018,"III CURSO DE INTRODUCAO A SISTEMAS FOTOLAICOS: DIMENSIONAMENTO DE SISTEMAS EM E OFF GRID. TREINAMENTO EM BANCADA, ANALISE TECNICO ECONOMICA, ESTUDOS DE CASO E SIMULACAO COMPUTACIONAL EM PVSYST",CHRISTIAN J CORONADO RODRIGUEZ,IEM,20/9/2018,30/11/2018,SIM," R$ 11.885,00 "," R$ 10.130,00 "
23499.000520/2018-09,2018,QUARTA ARTE,FERNANDO NEVES LIMA,IEI,4/6/2018,30/12/2018,SIM, R$ -   , R$ -   
23499.000520/2018-09,2018,QUARTA ARTE,JOAO LUCAS DA SILVA,ICT,4/6/2018,30/12/2018,SIM, R$ -   , R$ -   
23499.000788/2018-32,2018,EQUIPE DESAFIO SAMPE ITABIRA,ANDREZA DE SOUSA ANDRADA,ITABIRA,10/3/2018,10/12/2018,SIM, R$ -   , R$ -   
23088.013127/2018-17,2018,ECONOMIA SOLIDARIA NA PEROBA - ITAJUBA - MG: FORTALECENDO AS PRATICAS DE COMERCIALIZACAO DA AGRICULTURA FAMILIA,VIVIANE GUIMARAES PEREIRA,IEPG,9/7/2018,11/2/2019,SIM, R$ -   , R$ -   
23088.013285/2018-69,2018,TERINAMENTO DE USABILIDADE EM EQUIPAMENTOS MEDICOS - PELOTAS,ANA PAULA SIQUEIRA SILVA DE ALMEIDA,IESTI,21/6/2018,30/10/2018,SIM," R$ 4.180,00 "," R$ 4.513,80 "
23088.013163/2018-72,2018,FLUIR MANDU: EXPRESSÕES CULTURAIS NO BAIRRO SAO GERALDO,CARLOS ALBERTO MAXIMO PIMENTA,IEPG,2/7/2018,20/12/2018,SIM, R$ -   , R$ -   
23088.013744/2018-12,2018,PESQUISA APLICADA DE ANOMALIAS EM ESTRUTURAS DE CONCRETO ARMADO,ADINELE GOMES GUIMARAES,IRN,1/6/2018,30/8/2018,SIM," R$ 8.730,00 "," R$ 8.730,00 "
23088.013752/2018-51,2018,PARTICIPACAO EM CURSO DE CURTA DURACAO EM MANUTENCAO EM TRANSFORMADORES,ROSSANO GIMENES,IFQ,3/7/2018,2/7/2019,SIM," R$ 3.200,00 "," R$ 8.806,84 "
23088.013838/2018-83,2018,ELABORACAO DE ESTUDO SIMPLIFICADO DE GESTAO INTEGRADA DE RESIDUOS SOLIDOS,HERLANE COSTA CALHEIROS,IRN,1/4/2018,30/8/2018,SIM," R$ 12.471,40 "," R$ 14.000,00 "
23088.012233/2018-75,2018,"V ENCONTRO SOBRE DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE",DANIELE ORNAGHI SANT’ANNA,IRN,18/6/2018,20/6/2018,SIM, R$ -   , R$ -   
23088.015268/2017-85,2018,WRECKING BALL - COMPETICÕES EM CONCRETO,VALQUIRIA CLARET DOS SANTOS,IRN,20/2/2017,1/12/2017,SIM, R$ -   , R$ -   
23499.001043/2018-91,2018,PROJETO DE APOIO PEDAGOGICO AO COLEGIO TIRADENTES ITABIRA,ELCIO FRANKLIN DE ARRUDA,ITABIRA,13/8/2018,30/11/2018,SIM, R$ -   ," R$ 4.800,00 "
23499.001044/2018-35,2018,CURSO PREPARATORIO PARA ENEM 2018,EVANDRO AUGUSTO DE MORAIS,ITABIRA,13/8/2018,30/11/2018,SIM," R$ 4.800,00 ",
23088.015043/2018-18,2018,"I SIMPOSIO DO MESTRADO PROFISSIONAL EM ADMINISTRACAO - MPA ""OPORTUNIDADES E TENDENCIAS PARA O MESTRADO PROFISSIONAL""",LUIZ EUGENIO VENEZIANI PASIN,IEPG,30/7/2018,31/7/2018,SIM," R$ 3.544,80 "," R$ 3.544,80 "
23088.015286/2018-48,2018,AERACAO DO LAGO DO CAMPUS DA UNIFEI,ROBERTO ALVES DE ALMEIDA,IRN,1/8/2018,10/9/2019,SIM, R$ -   , R$ -   
23088.013408/2018-61,2018,BIOTEC EM FOCO,GUILHERME YOUSSEF RODRIGUEZ,IRN,16/6/2018,17/6/2018,SIM, R$ -   , R$ -   
23088.015784/2018-91,2018,PROJETO DE EDUCACAO AMBIENTAL: HORTA ORGANICA,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,12/4/2018,19/2/2018,SIM, R$ -   , R$ -   
23088.016013/2018-11,2018,DETERMINACAO DA CONDUTIVIDADE TERMICA EM FUNCAO DO NUMERO DE FIOS E TEMPERATURA DE CABOS DE RUTHERFORD,SANDRO MENTREVELLE MARCONDES DE LIMA E SILVA,IEM,10/7/2018,31/12/2018,SIM," R$ 12.000,00 "," R$ 12.000,00 "
23088.015284/2018-59,2018,ESTUDOS AMBIENTAIS RELATIVOS E REVALIDACAO DO LICENCIAMENTO AMBIENTAL DO COMPLEXO DOSDIQUES E CONTENCA DE CHEIAS.,ANA PAULA MONI SILVA,IRN,1/6/2018,1/10/2018,SIM," R$ 43.740,00 "," R$ 43.740,00 "
23088.015285/2018-01,2018,ELABORACAO DE PLANO DIRETOR,BENEDITO CLAUDIO DA SILVA,IRN,1/6/2018,1/10/2018,SIM," R$ 89.640,00 "," R$ 86.238,00 "
23088.015858/2018-99,2018,"ENSAIOS PARA CARACTERIZACAO DE MATERIAIS - ANALISE TERMICA, REOLOGICA, FISICO-QUIMICA, MECANICA E NÃO DESTRUTIVA",ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/8/2018,21/12/2018,NÃO," R$ 50.275,00 ",
23088.016082/2018-24,2018,TECNICAS DE DEEP LEARNING - DL 101,LUIZ EDUARDO BORGES DA SILVA,IESTI,20/8/2018,24/8/2018,SIM, R$ -   , R$ -   
23499.000658/2018-08,2018,MARATONA MINEIRA DE PROGRAMACAÕ,ERICK OLIVEIRA RODRIGUES,ITABIRA,10/5/2018,15/12/2018,SIM, R$ -   , R$ -   
23088.016350/2018-16,2018,POR QUE PRECISAMOS DE FOTOPROTECAO DIFERENCIADA NO BRASIL E NA AMERICA LATINA?,MARCELO DE PAULA CORREA,IRN,19/9/2018,19/9/2018,SIM, R$ -   , R$ -   
23499.000241/2016-75,2018,LOTS AERODESIGN,RUBEN ALEXIS MIRANDA CARRILHO,ITABIRA,1/1/2016,31/12/2016,SIM, R$ -   , R$ -   
23499.000539/2017-66,2018,EQUIPE DE DESENVOLVIMENTO DE JOGOS ELETRONICOS,Juliano De almeiDa monte mor ,ITABIRA,25/4/2017,24/4/2018,SIM, R$ -   , R$ -   
23088.015863/2018-00,2018,"ENSAIOS PARA CARACTERIZACAO DE MATERIAIS - ANALISE TERMICA, REOLOGICA, FISICO-QUIMICA, MECANICA E NAO DESTRUTIVA",ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/8/2018,1/8/2019,SIM," R$ 50.275,00 "," R$ 22.364,85 "
23499.000088/2018-48,2018,MINICURSO DE DESENHO AUXILIADO POR COMPUTADOR,MARCO AURELIO MOURA SURIANI,ITABIRA,5/2/2018,29/6/2018,SIM, R$ -   , R$ -   
23499.000611/2018-36,2018,V WORSHOP DOP GRUPO DE PESQUISA EM SISTEMAS DE EXAUTAO (GPESE),JOSE CARLOS DE LACERDA,ITABIRA,8/5/2018,12/5/2018,SIM, R$ -   , R$ -   
23088.016250/2018-81,2018,V SEMINARIO DE RECURSOS NATURAIS,MARCELO DE PAULA CORREA,IRN,6/8/2018,10/8/2018,SIM, R$ -   , R$ -   
23088.017086/2018-20,2018,EMISSAO DE PARECER TECNICO PARA FUNCIONAMENTO ININTERRUPTO ,EDMILSON OTONI CORREA,IEM,8/8/2018,8/8/2019,SIM," R$ 36.000,00 "," R$ 10.000,00 "
23088.019728/2017-44,2018,PARTICIPACAO EM CURSO DE CURTA DURACAO QPSE - MODULO GERACAO HIDRAULICA,BENDITO CLAUDIO DA SILVA,IRN,2/10/2017,6/10/2017,SIM," R$ 14.000,00 "," R$ 14.830,84 "
23088.017234/2018-44,2018,TESTE DE USABILIDADE DE PRODUTOS PARA CURATIVOS,ANA PAULA SIQUEIRA SILVA DE ALMEIDA,IESTI,1/8/2018,31/12/2018,SIM," R$ 3.500,00 "," R$ 3.500,00 "
23088.017300/2018-48,2018,EMISSAO DE LAUDO TECNICO SOBRE DESEMPENHO DE EQUIPAMENTOS DE ALIMENTACAO DE BIOMASSA EM UTE,ELECTO EDUARDO SILVA LORA,IEM,3/9/2018,20/12/2018,SIM," R$ 40.000,00 "," R$ 40.000,00 "
23499.001226/2018-14,2018,ENSINO DE PROGRAMACAO BASICA/DESENVOLVIMENTO DE APLICATIVOS NO EEMZA -  ITABIRA,ERICK OLIVEIRA RODRIGUES,ITABIRA,14/8/2018,14/12/2018,SIM, R$ -   , R$ -   
23088.016625/2018-11,2018,MULTIRAO NO PARQUE NACIONAL SERRA DA BOCAINA COMO INSTRUMENTO DE EDUCACAO AMBIENTAL,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,31/8/2018,1/9/2018,SIM, R$ -   , R$ -   
23088.016626/2018-11,2018,PARTICIPACAO NO PROGRAMA DE POS GRADUACAO EM CIENCIAS DE ENGENHARIA AMBIENTAL (PPGSEA),MARIA RITA RAIMUNDO E ALMEIDA ,IRN,20/8/2018,19/8/2019,SIM, R$ -   , R$ -   
23088.016627/2018-11,2018,PARTICIPACAO NO PROGRAMA DE POS GRADUACAO EM QUALIDADE AMBIENTAL (PPGMQ),MARIA RITA RAIMUNDO E ALMEIDA ,IRN,20/8/2018,18/2/2019,SIM, R$ -   , R$ -   
23499.001202/2018-57,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS (LESTE & NEGOCIOS),LILIAN CAMPOS,ITABIRA,10/8/2018,3/12/2018,NÃO, R$ -   , R$ -   
23499.001202/2018-57,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS (LESTE & NEGOCIOS),HENRIQUE DUARTE CARVALHO,ITABIRA,10/8/2018,3/12/2018,NÃO, R$ -   , R$ -   
23088.016516/2018-96,2018,EQUIPE UAI!RRIOR DE ROBOTICA,TALES CLEBER PIMENTA,IESTI,22/8/2018,22/8/2019,SIM, R$ -   ," R$ 9.955,00 "
23088.016597/2018-24,2018,UNIFEI SINTROPICA,ALAN BENDASOLI PAVAN,IFQ,30/7/2018,15/12/2018,SIM, R$ -   , R$ -   
23088.017214/2018-35,2018,EDUCACAO AMBIENTAL E SUA IMPORTANCIA PARA A CIDADANIA,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/8/2018,7/8/2018,SIM, R$ -   , R$ -   
23499.001265/2018-11,2018,I DEMAT - DIA DE ENGENHARIA DE MATERIAIS,GUILHERME OLIVEIRA SIQUEIRA,ITABIRA,20/8/2018,31/8/2018,SIM, R$ -   , R$ -   
23499.001294/2018-75,2018,FEIRA DE ESTAGIO DE ENGENHARIA DE PRODUCAO - FEEP,TABATA FERNANDES PEREIRA,ITABIRA,18/10/2018,18/10/2018,SIM, R$ -   , R$ -   
23499.001317/2018-41,2018,SETEMBRO AMARELO NA UNIFEI - CAMPUS ITABIRA,MARCELLE NUNES ARAUJO,ITABIRA,13/9/2018,30/10/2018,SIM, R$ -   , R$ -   
23088.013998/2018-22,2018,METODOLOGIA DE ANALISE DE DESEMPENHO DE REGIONAIS DE EMPRESAS DE DISTRIBUICAO,EDUARDO CRESTANA GUARDIA,ISEE,7/7/2018,28/2/2019,NÃO," R$ 77.040,00 ",
23499.001322/2018-54,2018,CONSERVACAO E RESTAURACAO AMBIENTAL DE TERRITORIOS NA REGIAO DA SERRA DO ESPINHACO,ANA CAROLINA VASQUES FREITAS,ICPA,1/9/2018,1/9/2019,SIM, R$ -   , R$ -   
23499.000904/2017-32,2018,CHEERLEADERS,ROSE-MARIE BELARDI,ITABIRA,1/7/2017,1/7/2018,SIM, R$ -   , R$ -   
23088.018232/2018-34,2018,BANCADA DE TECNOLOGIAS DE IRRIGACAO,ROBERTO ALVES DE ALMEIDA,IRN,1/9/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.016525/2018-87,2018,CICLO DE ESTUDOS SOBRE BNCC: PARCERIA ESCOLA-UNIVERSIDADE,ANA CAROLINA SALES OLIVEIRA,IFQ,1/8/2018,31/8/2018,SIM, R$ -   , R$ -   
23088.018333/2018-13,2018,SEMANA DE TECNOLOGIAS AERONAUTICAS (STA),PATRICIA SILVA LOPES ALEXANDRINO,IEM,10/9/2018,15/9/2018,SIM, R$ -   , R$ -   
23088.018386/2018-26,2018,GESTAO DA SEMANA DE ENGENHARIA MECANICA (SEMEC),JESUS ANTONIO GARCIA SANCHEZ,IEM,23/7/2018,10/12/2018,SIM," R$ 5.000,00 "," R$ 2.000,00 "
23088.018393/2018-28,2018,GESTAO DA SEMANA DE ENGENHARIA MECANICA (SEMEC),JESUS ANTONIO GARCIA SANCHEZ,IEM,23/7/2018,10/12/2018,SIM," R$ 5.000,00 "," R$ 2.000,00 "
23088.018485/2018-16,2018,DEBATE-MEIO AMBIENTE E ACÕES GLOBAIS SOBRE OS PROBLEMAS GERADOS PELA URBANIZACAO; O LIXO PLASTICO NOS OCEANOS,MARCELO DE PAULA CORREA,IRN,5/9/2018,5/9/2018,SIM, R$ -   , R$ -   
23088.018488/2018-41,2018,A TEMPERATURA ESTA AUMENTANDO! POR QUE A DEFESA DE UM CLIMA SEGURO E ESSENCIAL PARA A SAUDE DA CRIANCA?,MARCELO DE PAULA CORREA,IRN,14/9/2018,14/9/2018,SIM, R$ -   , R$ -   
EV013-2018,2018,STARTUP WEEKEND MAKER UNIFEI,JULIANA CAMINHA NORONHA,IEPG,31/8/2018,2/9/2018,SIM , R$ -   , R$ -   
EV012-2018,2018,I CIRCUITO DE ADMINISTRACAO,ISABEL CRISTINA DA SILVA ARANTES,IEPG,30/8/2018,13/9/2018,SIM, R$ -   , R$ -   
EV010-2018,2018,XIII JOB SHOP - FEIRA DE CARREIRA E RECRUTAMENTO DA UNIFEI,LAUREN FERREIRA COLVARA,IEPG,16/8/2018,24/8/2018,SIM, R$ -   , R$ -   
EV006-2018,2018,MAKER HACKLAB,JULIANA CAMINHA NORONHA,IEPG,19/5/2018,27/5/2018,SIM, R$ -   , R$ -   
EV005-2018,2018,WE INOVAI FORUM - DESENVOLVENDO AMBIENTES DE NEGOCIOS ENTRE INDUSTRIAS E STARTUPS,CARLOS HENRIQUE PEREIRA MELLO,IEPG,10/5/2018,10/5/2018,SIM, R$ -   , R$ -   
EV004-2018,2018,WE INOVAI CONFERENCE,CARLOS HENRIQUE PEREIRA MELLO,IEPG,4/4/2018,4/4/2018,SIM, R$ -   , R$ -   
EV001-2018,2018,"SEMINARIO ""PROPRIEDADE INTELECTUAL FOR NOOBS""",JULIANA CAMINHA NORONHA,IEPG,2/4/2018,4/4/2018,SIM, R$ -   , R$ -   
EV002-2017,2017,SEMANA DE ENGENHARIA PRODUCAO - SEMEPRO,CARLOS HENRIQUE PEREIRA MELLO,IEPG,16/8/2017,18/8/2017,SIM, R$ -   , R$ -   
CR008-2018,2018,ANALISE BIBLIOMETRICA: A PRODUCAO CIENTIFICA DE PERIODICO DA AREA INTERDISCIPLINAR,LAUREN FERREIRA COLVARA,IEPG,16/8/2018,16/8/2018,SIM, R$ -   , R$ -   
CR007-2018,2018,LIBRAS BASICO I,PALOMA ALINNE ALVES RODRIGUES RUAS,IFQ,30/8/2018,29/11/2018,SIM, R$ -   , R$ -   
CR004-2018,2018,CINETICA E TERMODINAMICA APLICADA AO PROCESSO HAPC PARA REVESTIMENTOS DE LIGAS PARA ALTAS TEMPERATURAS,GEOVANI RODRIGUES,IEM,18/6/2018,22/6/2018,SIM, R$ -   , R$ -   
23499.001449/2016-10,2018,MONTANHISMO UNIFEI,JULIANO DE ALMEIDA MONTE-MOR,ITABIRA,1/4/2017,31/12/2017,SIM, R$ -   , R$ -   
23088.013352/2018-45,2018,MANUTENCAO DOS COMPUTADORES DA POLICIA CIVIL DO ESTADO DE MINAS GERAIS,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,3/4/2018,2/4/2019,SIM, R$ -   , R$ -   
23499.001458/2018-64,2018,EPR WEEKEND,TABATA FERNANDES PEREIRA,ITABIRA,11/9/2018,30/11/2018,SIM, R$ -   , R$ -   
23088.018803/2018-31,2018,SEMANA DE ENGENHARIA DE PRODUCAO - SEMEPRO,JOSE LEONARDO NORONHA,IEPG,20/8/2018,30/9/2018,SIM, R$ -   , R$ -   
23088.018759/2018-69,2018,REVISTA AMAN-TI-KIR: ESTUDOS INTERDISCIPLINARES EM EDUCACAO,ALESSANDRA RODRIGUES,IFQ,24/8/2018,24/8/2019,SIM, R$ -   , R$ -   
23088.016100/2018-78,2018,CERTIFICACAO E ENSAIOS DE PRODUTOS DE TECNOLOGIA DA INFORMACAO E TECECOMUNICACAO,JOSE CARLOS GRILLO RODRIGUES,ISEE,6/8/2018,31/8/2019,SIM," R$ 385.589,65 "," R$ 107.476,00 "
23088.014807/2018-40,2018,PARTICIPACAO NO COMITE DE AVALIACAO DOS PROJETOS PIPE-FAPESP,MARCELO DE PAULA CORREA,IRN,26/7/2018,26/7/2018,SIM, R$ -   ," R$ 850,00 "
23499.001231/2017-38,2018,L.O.T.S AERODESIGN,RUBEN ALEXIS MIRANDA CARRILHO,ITABIRA,11/9/2017,7/4/2018,SIM, R$ -   ," R$ 9.304,50 "
23499.000496/2018-08,2018,L.O.T.S AERODESIGN,RUBEN ALEXIS MIRANDA CARRILHO,ITABIRA,13/4/2018,31/12/2018,SIM, R$ -   , R$ -   
