Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
231,Posta Educativa entre um Centro de Ciência e a Escola Básica: Estudo de um caso envolvendo um professor de Física,25/11/2013,nov/13,out/14,Expirado,MEC-PET,,"R$ 400,00",0,0,0,11/2013 a 10/2014,Luciano Fernandes Silva,IFQ,Arquivado Caixa B,
232,Produção de DVDs de experimentos de Física de baixo custo para a educação básica,25/11/2013,nov/13,out/14,Expirado,MEC - PET,,"R$ 400,00",0,0,1,11/2013 a 10/2014,Newton Figueiredo Filho,IFQ,Arquivado Caixa B,
233,Livreto de experimentos de Física de baixo custo para a educação básica,25/11/2013,nov/13,out/14,Expirado,MEC - PET,,"R$ 400,00",0,0,0,11/2013 a 10/2014,Newton Figueiredo Filho,IFQ,Arquivado Caixa B,
234,Estudo termodinâmico de formação de complexos de inclusão em solução,1/1/2014,jan/14,dez/16,Expirado,CNPq,,"R$ 25.335,00",0,0,0,01/2014 a 12/2016,Juliana Fedoce Lopes,IFQ,Relatorio final entregue em 13/07/17  // Arquivado CAIXA 01/2020,
235,Estudo de Casos e experimentação investigativa desperando o interesse pela Química,1/1/2014,jan/14,abr/15,Expirado,MCTI/CNPq,,"R$ 15.500,00",0,0,4,01/2014 a 04/2015,Geise Ribeiro,IFQ,Arquivado Caixa B,
236,"Singularidades, geometria de subvariedades no espaço Minkowski e Equações diferenciais ordinárias",1/2/2014,fev/14,nov/16,Expirado,FAPEMIG,,"R$ 8.820,00",0,0,0,02/2014 a 11/2016,Fabio Scalco Dias,IMC,Relatorio final entregue ( 06/2017 ) // Arquivado CAIXA 01/2020,
237,Estudo do reaproveitamento do aço AISI 52100 pela rota de metalurgia do pó utilizando moagem de alta energia,1/2/2014,fev/14,fev/16,Expirado,FAPEMIG,,"R$ 21.900,00",0,0,0,02/2014 a 02/2016,Geovani Rodrigues,IEM,RELATORIO FINAL ENTREGUE POR E-MAIL EM 24/02/17 // Arquivado CAIXA 01/2020,
238,Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores,1/2/2014,fev/14,fev/17,Expirado,FAPEMIG,,"R$ 12.705,00",0,0,0,02/2014 a 09/2016,Rogério José da Silva,IEM,relatorio final entregue no dia 22/03/2017 - entregue no dia 19/04/2017 o mesmo relatorio entregue para fapemig // Arquivado CAIXA 01/2020,
239,Eletrossíntese de Poli(2-hidróxietilmetacrilato) contendo Sulfato de Condroitina para aplicações biomédicas,1/2/2014,fev/14,fev/16,Expirado,FAPEMIG,,"R$ 22.000,00",0,1,2,02/2014 a 02/2016,Maria Elena Leyva González,IFQ,relatório final entregue em 08/06/2017 por e-mail  // Arquivado CAIXA 001/2020,
240,Estudo de hidrogéis de pole(2-hidróxietilmetacrilato) contendo sulfato de condroitina no tratamento de lesões de cartilagem articular,1/2/2014,fev/14,fev/16,Expirado,,,,0,0,0,02/2014 a 02/2016,Maria Elena Leyva González,IFQ,Relarorio final entregue  // Arquivado CAIXA 001/2020,
241,Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais,10/2/2014,jul/13,jun/15,Expirado,FAPEMIG,"R$ 1.000.000,00","R$ 48.000,00",1,0,0,07/2013 a 06/2015,João Roberto Ferreira,IEPG,Arquivado Caixa C ,
242,Modernização dos treinadores FTD do helicoptero Fennec do Ciavex,1/3/2014,mar/14,fev/17,Expirado,FAPEMIG,,"R$ 76.800,00",1,2,1,03/2014 a 02/2017,Alexandre Carlos Brandão Ramos,IEM,Relatório Final entregue // Arquivado CAIXA 01/2020,
243,GEOINFORMÁTICA: Ampliando as aplicações em logística e transportes,1/7/2011,jul/11,jun/13,Expirado,FAPEMIG,,"R$ 48.000,00",0,0,0,07/2011 a 06/2013,Renato da Silva Lima,IEPG,Arquivado caixa A,
244,"Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta--(Vinculado ao 230)--",6/3/2014,abr/14,mar/17,Expirado,CNPq,,,1,0,0,04/2014 a 03/2017,Rero Marques Rubinger,IFQ,Relatório Final entregue em 24/07/2020,
245,Cenários Curriculares: Flagrantes de Práticas Docentes no Ensino Médio ,30/3/2014,abr/13,dez/14,Expirado,,,,0,0,0,04/2013 a 12/2014,Rita de Cássia Magalhães Trindade Stano,,Arquivado Caixa B,
246,Desenvolvimento de tecnologias para determinação de perdas e rendimento em motores elétricos,1/4/2014,abr/14,jun/15,Expirado,,,,0,0,0,04/2014 a 06/2015,Roberto Akira Yamachita,ISEE,Arquivado Caixa C,
247,Um Olhar Metafórico a Ciência-Arte-Educaçã: Relato de novas práticas docentes,2/4/2014,abr/14,nov/14,Expirado,,,,0,0,0,04/2014 a 11/2014,Rita de Cássia Magalhães Trindade Stano,,Arquivado Caixa B relatorio final entregue por email 26/05/2015,
248,Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3),23/4/2014,dez/13,dez/18,Expirado,CNPq,,"R$ 141.400,00",0,2,0,12/2013 a 12/2016,Osvaldo José Venturini,IEM,Projeto com prorrogação de vigência de dez/2016 p/ dez/2017 (mem. 734/2016 - IEM)- Prorrogado em 15/01/2018 até 12/2018.,
249,Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13),23/4/2014,jul/13,mar/16,Expirado,FAPEMIG,,"R$ 38.535,00",0,0,0,07/2013 a 03/2016,Osvaldo José Venturini,IEM,RELATORIO ENTREGUE 02/03/2017 - 117/2017/IEM  // Arquivado CAIXA 001/2020,
249,Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13),23/4/2014,jul/13,,,FAPEMIG,,"R$ 38.535,00",0,0,0,07/2013 a 03/2016,Vladimir Rafael Melián Cobas,IEM,,
252,Desenvolvimento de Sistema de Montagem de Chicotes Elétricos,27/5/2014,dez/12,dez/15,Expirado,FAPEMIG,,"R$ 76.673,00",0,1,0,12/2012 a 12/2015,Carlos Eduardo Sanches da Silva,IEPG,Arquivado Caixa C,
253,Indicativos de Desenvolvimento do Município de Itajubá - MG: Investimentos Públicos e Privados,27/5/2014,mai/14,jul/16,Expirado,FAPEMIG,,"R$ 32.163,00",0,0,0,05/2014 a 07/2016,Carlos Alberto Máximo Pimenta,IEPG,Relatório Final entregue em 2018,
254,Otimização Multivariada de Processos Dinâmicos e Correlacionados,27/5/2014,jul/13,jun/15,Expirado,FAPEMIG,,"R$ 48.000,00",0,0,0,07/2013 a 06/2015,Pedro Paulo Balestrassi,IEPG,Arquivado Caixa C,
255,Otimização Multivariada de Processos Dinâmicos e Correlacionados(vinculado ao 254),27/5/2014,nov/12,out/15,Expirado,CNPq-UNIVERSAL,,"R$ 20.200,00",0,0,0,11/2012 a 10/2015,Pedro Paulo Balestrassi,IEPG,Arquivado Caixa C,
256,Extração das Características de Consumo Domiciliar de Enegia Elétrica,27/5/2014,mar/12,fev/15,Expirado,CNPq (Pesquisador ID),,"R$ 43.200,00",0,0,0,03/2012a 02/2015,Pedro Paulo Balestrassi,IEPG,Arquivado Caixa C,
257,Desenvolvimento de um Microsistema de Eletrocardiografia para o Monitoramento e o apoio a diagnóstico remoto de pacientes cardiopatas,3/6/2014,jan/14,dez/19,Expirado,FINEP - Edital DECIIS,"R$ 237.500,00","R$ 1.200.910,00",1,1,0,01/2014 a 12/2019,Luis Henrique de Carvalho Ferreira,IESTI,Prorrogado até 12/2018   -   Prorrogado para 12/2019 em 07/12/2018// Relatório Final entregue em 04/2020,
259,Acessibilidade no Ambiente Virtual de Aprendizagem MOODLE: Análise das disciplinas Psicologia da Educação e Didática,6/6/2014,ago/14,jul/15,Expirado,,,,0,0,2,08/2014 a 07/2015,Denise Pereira de Alcântara Ferraz,IFQ,Arquivado Caixa C,
260,Simulação a eventos discretos e sua integração a outras técnicas para melhorias nas decisões das empresas - Bolsa de Produtividade em Desenvolvimento Tecnpçógico e Extensão Inovadora - DT,6/6/2014,mar/14,mar/17,Expirado,CNPq,,,1,0,0,03/2014 a 03/2017,José Arnaldo Barra Montecvechi,IEPG,Relatório Final entregue em 10/2020,
261,Simulação a eventos discretos e sua integração a outras técnicas para melhorias no processo de tomada de decisões - EDITAL 03/2013 - PROGRAMA PESQUISADOR MINEIRO - PPM VII,6/6/2014,jul/13,jul/15,Expirado,FAPEMIG,,,1,0,0,07/2013 a 07/2015,José Arnaldo Barra Montecvechi,IEPG,Arquivado Caixa C,
262,Parabolic PDEs with variable nonlinearity: Existence and Qualitative Properties of Solutions,9/6/2014,mar/14,mar/17,Expirado,CAPES,,"R$ 68.500,00",0,0,0,03/2014 a 03/2017,Jacson Simsen,IMC,Relatório Final entregue em 07/2020,
263,Simulação Digital em tempo real no contexto das redes inteligentes,13/6/2014,mar/13,fev/16,Expirado,CNPq,,"R$ 36.000,00",1,2,0,03/2013 a 02/2016,Paulo Márcio da Silveira,ISEE,Relatório Final entregue em 07/2020,
264,Criação e Utilização de materiais em vídeo para o ensino de tópicos de Física Moderna e Contemporânea no Ensino Médio,1/8/2014,ago/14,dez/15,Expirado,Programa de Educação Tutorial - Licenciatura em Exatas,,,0,0,0,08/2014 a 12/2015,João Ricardo Neves da Silva,IFQ,Arquivado Caixa C,
265,Análise envoltória de dados: avaliação da eficiência sob condições de risco e incerteza na otimização de portfólios,14/9/2014,fev/14,fev/16,Expirado,,,,1,5,1,02/2014 a 02/2016,Edson de Oliveira Pamplona,IEPG,Relatório Final Aprovado em 30/09/2020,
266,Experimento do InterCiências e o Ensino de Física para alunos com nenhuma ou pouca visão,17/9/2014,out/14,set/15,Expirado,MEC (PET),,,0,0,1,10/2014 a 09/2015,Antônio Luiz Fernandes Marques,IFQ,Arquivado Caixa C,
267,Desenvolvimento de experimentos controlados remotamente para o ensino de física,30/9/2014,nov/14,out/15,Expirado,MEC-SiSu,,,0,0,0,11/2014 a 10/2015,Thiago Costa Caetano,IFQ,Arquivado Caixa C,
268,O uso de atividades experimentais de ilusão de óptica como elemento motivador para o Ensino de Física,30/9/2014,nov/14,out/15,Expirado,MEC-SiSu,,,0,0,0,11/2014 a 10/2015,Agenor Pina da Silva,IFQ,Arquivado Caixa C,
269,Padrões em Problemas Reação e Difusão ,1/10/2014,out/14,dez/15,Expirado,,,,0,0,0,10/2014 a 12/2015,Maicon Sônego,IMC,Arquivado Caixa C,
270,Soluções Estacionárias Estáveis em Problemas sobre Superfícies de Revolução,1/10/2014,out/14,out/15,Expirado,,,,,,,10/2014 a 12/2015,Maicon Sônego,IMC,Arquivado Caixa C,
271,"Modelos e Métodos em Biomatemática: Invasões Biológicas, Transcrição Críticas em Ecossistemas e Epidemologia",1/10/2014,out/14,dez/16,Expirado,,,,0,0,0,10/2014 a 12/2016,Artur César Fassoni,IMC,Relatório final entregue em 10/05/2018 // Arquivado CAIXA 01/2020,
272,Modelagem Matemática em Câncer,1/10/2014,out/14,dez/16,Expirado,,,,0,0,0,10/2014 a 12/2016,Artur César Fassoni,IMC,Relatório final entregue em 10/05/2018 // Arquivado CAIXA 01/2020,
273,Plano Argand-Gauss e o Ensino de Matemática,1/10/2014,out/14,out/15,Expirado,MEC - PET,,,0,0,1,10/2014 a 10/2015,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa B,
274,Um Estudo Sobre Possíveis Equívocos na História da Física e Matemática,1/10/2014,out/14,out/15,Expirado,MEC - PET,,,0,0,1,10/2014 a 10/2015,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa B,
275,Reprodução e utilização didática dos experimentos de equilíbrio e o centro de gravidade de Arquimedes: um estudo histórico e experimental para a construção da relação física-matemática em um centro de ciências ,1/10/2014,jul/14,jul/15,Expirado,Programa de Educação Tutorial - PET,,,0,0,0,07/2014 a 07/2015,João Ricardo Neves da Silva,IFQ,Arquivado Caixa C,
276,Teoria Qualitativa das Equações Diferenciais ,6/10/2014,mar/14,abr/17,Expirado,CAPES,,"R$ 150.000,00",0,0,0,03/2014 a 04/2017,Regilene Delazari dos Santos Oliveira,IMC,Relatório final entregue em 10/05/2017 - por email // Arquivado CAIXA 01/2020,
278,Projeto e implementação de dispositivo para Transmissão de Energia Elétrica sem fios por modos ressonantes auto-sintonizante,21/10/2014,fev/14,fev/16,Expirado,FAPEMIG,,"R$ 27.825,00",0,0,0,02/2014 a 02/2016,Leonardo Breseghello Zoccal,IESTI,Relatório entregue por E-mail dia 14/09/2016  // Arquivado CAIXA 001/2020,
279,Implementação de Algoritmos em Hardware reconfigurável para o Desenvolvimento de Sistemas Embarcados,22/10/2014,jun/14,dez/17,Expirado,CAPES,,"R$ 30.863,00",0,4,0,06/2014 a 12/2017,Tales Cleber Pimenta,IESTI,Relatório entregue em 29/06/2020,
280,O impossível da educação como processo e a constituição do sujeito no campo da cultura: alguns apontamentos sobre as diferenças entre o ensinar e o educar,27/10/2014,fev/14,ago/14,Expirado,,,,0,0,0,02/2014 a 08/2014,Rogério Rodrigues,IFQ,Arquivado Caixa B,
281,"Detalhamento de mapa pedológico da bacia do Ribeirão das Pedras, no sul de Minas Gerais, através de subclasses de relevo e associações com a paisagem local",3/11/2014,jan/14,dez/15,Expirado,,,,0,0,0,01/2014 a 12/2015,Maria Inês Nogueira alvarenga,IRN,Arquivado Caixa C,
282,Tecnologias Alternativas Aplicadas na Obtenção de Materiais nanoestruturados,6/11/2014,fev/14,fev/17,Expirado,FAPEMIG,-,"R$ 34.566,00",0,0,0,02/2014 a 02/2017,Maria Virgínia Gelfuso,IEM,Relatorio final entregue via e-mail no dia 23/06/2017  // Arquivado CAIXA 001/2020,
284,Gravidade entrópica e mecânica estatística do campo escalar em espaços com paredes refletoras,13/11/2014,abr/13,abr/15,Expirado,FAPEMIG,,"R$ 5.775,00",0,0,0,04/2013 a 04/2015,Edisom de Souza Moreira Junior,IEM,Arquivado Caixa C Relatorio entregue dia 27/05/2015,
285,A influência de tratamentos superficiais nas propriedades mecânicas e resistência à corrosão de Ligas metálicas,21/11/2014,nov/14,nov/16,Expirado,,,,0,0,0,08/2014 a 11/2016,Silmara Cristina Baldissera Kabayama,IEM,,
286,Geometria de modelos cosmológicos,21/11/2014,dez/14,dez/18,Expirado,,,,0,0,0,12/2014 a 12/2018,Leandro Gustavo Gomes,IMC,Relatório Final entregue em 08.02.2019  // Arquivado CAIXA 001/2020,
287,Soluções Exatas das equações de Einstein e aplicações,21/11/2014,dez/14,dez/18,Expirado,,,,0,0,0,12/2014 a 12/2018,Leandro Gustavo Gomes,IMC,Relatório Final entregue em 08.02.2019  // Arquivado CAIXA 001/2020,
289,Determinação da capacidade de uso dos solos do município de conceição das pedras - MG,13/11/2014,mai/14,dez/15,Expirado,,,,0,0,0,05/2014 a 12/2015,Maria Inês Nogueira alvarenga,IRN,Arquivado Caixa C,
290,Combustão de biocombustíveis na indústria aeronáutica e de glicerol como aproveitamento energético.,14/11/2014,mar/13,mar/16,Expirado,CNPq,,,1,0,1,01/2013 a 01/2016,Christian Jeremi Coronado Rodriguez,IEM,Relatorio final entregue no dia 20/02/2017 por email. // Arquivado CAIXA 01/2020,
291,Estudo da atomização e caractrização de injetores utilizando óleo pirolítico de pneu usado puro e em misturas com diesel convencional e/ou biodiesel de óleo de soja,14/11/2014,mar/14,dez/17,Expirado,"CNPQ -  Processo 442050/2014-3 (atualização realizada em 17/04/2015), à pedido do Prof. Christian",,"R$ 54.000,00",0,1,0,03/2014 a 12/2017,Christian Jeremi Coronado Rodriguez,IEM,Relatorio Final entregue 12/12/2018 // Arquivado CAIXA 01/2020,
292,Viabilidade técnica e econômica da produção de biodiesel. Estudo de caso de uma empresa produtora de soja no Rio grande do sul,14/11/2014,mar/14,ago/16,Expirado,,,,0,0,1,03/2014 a 08/2016,Christian Jeremi Coronado Rodriguez,IEM,Relatorio final entregue no dia 20/02/2017 por email. // Arquivado CAIXA 01/2020,
293,Injeção de Etanol no compressor de uma Microturbina à gás,14/11/2014,mar/14,mar/16,Expirado,PROAP,"R$ 19.875,00",,0,1,0,03/2014 a 03/2016,Christian Jeremi Coronado Rodriguez,IEM,Relatorio final entregue no dia 20/02/2017 por email. // Arquivado CAIXA 01/2020,
294,"Participação na competição latino americana de robótica: Categorias fitebol simulado 2D, festo robotino logistics competition, e IEEE open",13/11/2014,set/14,mar/16,Expirado,FAPEMIG,," R$ 19.278,00 ",0,0,0,09/2014 a 03/2016,"Guilherme Sousa Bastos
",IESTI,relatório final entregue em 17/05/2019 // Arquivado CAIXA 01/2020,
295,Desenvolvimento das interfaces em LabView para controle remoto de experimentos de Física,30/11/2014,nov/14,out/15,Expirado,MEC-SISU,,,0,0,0,11/2014 a 10/2015,Thiago Costa Caetano,IFQ,Arquivado Caixa C,
296,Caracterização física de filmes dielétricos porosos de constante dielétrica ultra-baixa (ULK para uso como intercamada de interconexões de última geração,14/11/2014,jun/14,jun/17,Expirado,,,,0,0,0,06/2014 a 06/2017,Danilo Roque Huanca,IFQ,Relatorio final entregue e aprovado em 06/07/17 // Arquivado CAIXA 01/2020,
297,Caracterização óptica estrutural de cristais fotônicos unidimensionais fabricados em silício poroso,14/11/2014,jun/14,jun/17,Expirado,,,,0,0,0,06/2014 a 06/2017,Danilo Roque Huanca,IFQ,Relatório final entregue e aprovado em 06/07/17 // Arquivado CAIXA 01/2020,
299,Engenharia de fatores humanos no processo de Desenvolvimento  de Equipamentos Médicos,10/12/2014,jan/15,fev/17,Expirado,CNPq,," R$ 55.000,00 ",2,1,0,01/2015 a 02/2017,Carlos Henrique Pereira Mello,IEPG,Relatório final entregue em 10/01/2018 // Arquivado CAIXA 01/2020,
,,,,,,,,,,,,,Luciana Krauss Rezende,IFQ,,
300,Fenômenos de multirefringência & sistemas quânticos na presença de fronteiras,1/12/2014,mar/13,fev/16,Expirado,CNPq,,,1,0,0,03/2013 a 02/2016,Vitorio Alberto De Lorenci,IFQ,Relatorio final entregue em 25/07/2017  // Arquivado CAIXA 01/2020,
301,Análise Experimental e Numérica de Problemas de Engenharia envolvendo Transferência de calor,4/3/2015,mar/15,fev/18,Expirado,CNPq,10000," R$ 39.600,00 ",1,8,4,03/2015 a 02/2018,Sandro Metrevelle Marcondes de Lima e Silva,IEM,Relatorio final entregue em 20/04/2018 // Arquivado CAIXA 01/2020,
303,Caracterização  de cenário de alta fidelidade de U.T.I. Neonatal para Laboratório de Usabilidade através da aplicação da Análise Ergonômica do Trabalho.,6/3/2015,set/14,ago/17,Expirado,CAPES - PNPD EDITAL 03/2014,," R$ 53.200,00 ",1,2,3,09/2014 a 08/2017,Alexandre Carlos Brandão Ramos,IMC,Prorrogado a vigencia para 08/2017 em 24/04/15 - Relatório final entrgue em 10/01/2018. // Arquivado CAIXA 01/2020,
305,Programa Santos Dumont Participação da UNIFEI na Micro Air Vehicle Competition - IMAV,9/3/2014,set/14,ago/17,Expirado,FAPEMIG - APQ - 01579-14,," R$ 24.743,00 ",1,1,4,09/2014 a 08/2017,Alexandre Carlos Brandão Ramos,IMC,Relatorio final entregue em 13/11/2017 // Arquivado CAIXA 01/2020,
306,Quanto vale o dinheiro para os Jovens? Avaliação e Construção do conhecimento de Educação financeira nas escolas públicas de Itajubá/MG,9/3/2015,mar/15,fev/16,Expirado,MEC/SESU,," R$ 40.755,00 ",0,0,3,03/2015 a 02/2016,André Luiz Medeiros,IEPG,Relatorio final entregue // Arquivado CAIXA 01/2020,
307,Estudo Terórico de Mecaismos de Adsorção de Gases Leves e de reações catalisadas por Metal-Organic Frameworks,22/4/2015,jan/15,jan/18,Expirado,CNPq,," R$ 28.350,00 ",0,0,0,01/2015 a 01/2018,Guilherme Ferreira de Lima,IEPG,,
308,Simulação a eventos discretos e sua integração a outras técnicas para melhorias no processo de tomada de decisões,29/4/2015,dez/14,dez/17,Expirado,CNPq,," R$ 28.500,00 ",1,0,1,12/2014 a 12/2017,José Arnaldo Barra Montecvechi,IEPG,Relatório Final entregue em 10/2020,
309,Investigação computacional da Absorção de gases leves e de processos Catalíticos em metal - Organic Frameworks,30/4/2015,mai/15,abr/17,Expirado,CNPq,," R$ 19.500,00 ",0,0,0,05/2015 a 04/2017,Guilherme Ferreira de Lima,IEPG,,
310,Utilização da modelagem e Simulação em Eventos Discretos na  Logística Reversa de Materiais Recicláveis,8/5/2015,nov/14,mai/18,Expirado,CNPq,," R$ 43.758,00 ",1,0,1,11/2014 a 11/2017,Renato da Silva Lima,IEPG,Prorrogado em 20/04/18 até 05/2018,
311,Determinação dos Hormônios Sintéticos 17-ALFA-ETINILESTRADIOL E LEVONORGESTREL em águas superficiais do rio Sapucaí na cidade de  Itajubá/MG,8/5/2015,dez/13,jun/15,Expirado,CNPq,," R$ 19.980,00 ",4,0,0,12/2013 a 06/2015,Sandro José de Andrade,IFQ,Arquivado Caixa C,
312,Inspeção de Linhas de Transmissão de Energia Elétrica com Mini Vant,27/4/2015,mar/13,fev/17,Expirado,CNPq,," R$ 39.600,00 ",1,2,1,03/2014 a 02/2017,Alexandre Carlos Brandão Ramos,IMC,Relatório Final entregue // Arquivado CAIXA 01/2020,
313,Otimização das Condições de Usinagem em Torneamento e Fresamento,12/5/2015,mar/15,fev/19,Expirado,CNPq," R$ 100.000,00 "," R$ 105.600,00 ",1,0,0,03/2015 a 02/2019 ,João Roberto Ferreira,IEPG,Relatório final entregue em 30/05/2019 // Arquivado CAIXA 01/2020,
314,Automatização de Parâmetros de Controle com Auxílio de Redes Neurais Artificiais Aplicados em Sistemas Elétricos de Potência,28/5/2015,jul/14,jun/17,Expirado,FAPEMIG,," R$ 48.000,00 ",0,0,0,07/2014 a 06/2017,Benedito Isaias Lima Lopes,ISEE,Relatório final entregue e aprovado em 06/07/17 // Arquivado CAIXA 01/2020,
315,Sintonia Automatizada de Parâmetros de Controle em Sistemas Dinâmicos não Lineares com Auxílio de Redes Neurais Artificiais e Modelos Híbridos com Design Review,28/5/2015,mar/13,fev/16,Expirado,CNPq,," R$ 39.600,00 ",0,0,0,03/2013 a 02/2016,Benedito Isaias Lima Lopes,ISEE,relatorio final entregue no dia 03/03/2017 por email. // Arquivado CAIXA 01/2020,
