N�;Nome do Projeto;In��cio;T�mino;Status;�rg�o Financiador;Recursos Internos ;Recursos Externos ;Participa��o     Inicio e fim;Equipe;Instituto Vinculado;Cargo (Aluno/ Coordenador/ Professor);Carga Hor�ria;Observa��es;Nota;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Andriani Tavares Tenório Gonçalves;;Discente;16;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Roberta Alves;;Discente;16;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Marcella Bernardo Pinto;;Discente;8;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Rafael Costa Ferreira;;Discente;8;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Edivaldo Santos Amorim;;Discente;8;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Nicoli Lamoglia de Souza;;Discente;8;;;;
396;Sustentabilidade em logística e transportes: Ampliando as aplicações com simulação computacional e sistemas de informação Geográfica;01/07/2015;01/06/2017;;FAPEMIG;;;07/2015 a 06/2017;Guilherme Gianotti de Andrade;;Discente;8;;;;
397; Decisão Multicriterial e Sistema de Informação Geográfica com Aplicação em Transportes;01/03/2014;01/02/2017;Expirado;CNPq;;R$ 1.100,00;03/2014 a 02/2017;Josiane Palma Lima;IEPG;Coordenador;10; Arquivado Relatorio Final entregue no dia 05/06/2018 // Arquivado CAIXA 01/2020;;;
397; Decisão Multicriterial e Sistema de Informação Geográfica com Aplicação em Transportes;01/03/2014;01/02/2017;;CNPq;;;03/2015 a 03/2016;Rodrigo Oliveira Rosa, 27882;;Discente;4;;;;
397; Decisão Multicriterial e Sistema de Informação Geográfica com Aplicação em Transportes;01/03/2014;01/02/2017;;CNPq;;;06/2014 a 06/2015;Cintia Martins de Oliveira Reis 21323;;Discente;4;;;;
398;Estudo da Citotoxicidade, Genotoxicidade e Potencial Antimicrobiano In Vitro de Complexos de Inclusão Utilizando Beta-Ciclodextrina e Quinolonas;01/08/2015;01/04/2018;Expirado;FAPEMIG;;R$ 45.211,93;08/2015 a 04/2018;Daniela Sachs;IFQ;Coordenador;12; Arquivado Prorrogada a vigência para 04/2018. Relatório Final entregue em 04/02/19 // Arquivado CAIXA 01/2020;;;
398;Estudo da Citotoxicidade, Genotoxicidade e Potencial Antimicrobiano In Vitro de Complexos de Inclusão Utilizando Beta-Ciclodextrina e Quinolonas;01/08/2015;01/04/2018;;FAPEMIG;;;08/2015 a 07/2017;Maurício Frota Saraiva;;Docente;4;;;;
398;Estudo da Citotoxicidade, Genotoxicidade e Potencial Antimicrobiano In Vitro de Complexos de Inclusão Utilizando Beta-Ciclodextrina e Quinolonas;01/08/2015;01/04/2018;;FAPEMIG;;;08/2015 a 07/2017;Frederico Barros de Sousa;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;Expirado;CNPq;;R$ 46.800,00;03/2014 a 02/2017;Mirian de Lourdes Noronha Motta Melo;IEM;Coordenador;8; Arquivado Relatório final entregue em 23/11/2017  // Arquivado CAIXA 001/2020;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Gilbert Silva;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Geovani Rodrigues;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Edimilson Otoni Corrêa;;Docente;2;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Carlos Alberto Rodrigues;;Discente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Márcia Regina Baldissera Rodrigues;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Paulo Junho de Oliveira;;Docente;8;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Leonardo Kyo Kabayama ;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Silmara Cristina Baldissera Kabayama;;Docente;8;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Antônio Carlos Ancelloti Júnior;;Docente;4;;;;
399;Simulação Integrada da Solidificação e de Tratamentos Térmicos Visando a Previsão de Propiedades Mêcânicas de Ligas de Alumínio;01/03/2014;01/02/2017;;CNPq;;;03/2014 a 02/2017;Sebastião Simões da Cunha Júnior;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;Expirado;CNPq;;R$ 19.000,00;12/2012 a 12/2015;Mirian de Lourdes Noronha Motta Melo;IEM;Coordenador;8;Arquivado Caixa B;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Gilbert Silva;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Geovani Rodrigues;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Edimilson Otoni Corrêa;;Docente;2;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Carlos Alberto Rodrigues;;Discente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Márcia Regina Baldissera Rodrigues;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Paulo Junho de Oliveira;;Docente;8;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Leonardo Kyo Kabayama ;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Silmara Cristina Baldissera Kabayama;;Docente;8;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Antônio Carlos Ancelloti Júnior;;Docente;4;;;;
400;Análise Numérico/Experimental dos Mecanismos de Endurecimento em Ligas de Alumínio para aplicações Aeronáuticas;01/12/2012;01/12/2015;;CNPq;;;12/2012 a 12/2015;Sebastião Simões da Cunha Júnior;;Docente;4;;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;Expirado;CNPq;;R$ 662.950,00;01/2014 a 06/2016;Paulo Fernando Ribeiro;ISEE;Coordenador;5; Arquivado Relatório Final entregue em 24/07/2020;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;;CNPq;;;01/2014 a 12/2015;Paulo Márcio da Silveira;;Docente;;;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;;CNPq;;;01/2014 a 12/2015;José Maria de Carvalho Filho;;Docente;;;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;;CNPq;;;01/2014 a 12/2015;Antônio Carlos Zambroni de Souza;;Docente;;;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;;CNPq;;;12/2015 a 06/2016;Leandro Naves Morita, 28866;;Discente;12;;;;
401;Estudo e Desenvolvimento de Metodologias e Tecnologias para Supervisão e Operação de Redes Elétricas Inteligentes ;01/01/2014;01/06/2016;;CNPq;;;08/2015 a 07/2016;Fabien Giovanni de Oliveira, 31090;;Discente;12;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;Expirado;FAPEMIG;R$ 5.000,00;R$ 15.540,00;08/2015 a 08/2017 ;Ana Lúcia Fernandes de Lima e Silva;IEM;Coordenador;12; Arquivado Relatório final entregue em 08/11/2017 - e-mail // Arquivado CAIXA 01/2020;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Angel Edécio Malaguera Mora ;;Discente;12;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Vilson altair da Silva - 34957;;Discente;4;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Lucas Donato Roccon - 25287;;Discente;4;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Lorenzo Alfonso Caliari de Neves Gomes - 27709;;Discente;12;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Elisan dos Santos Magalhães - 17172;;Discente;4;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Maurício Guilherme Alves dos Reis - 31983;;Discente;12;;;;
402;Análise Numérica de escoamentos sobre corpos aquecidos e análise experimental da Transferência de Calor em Corpos Aletados ;01/08/2015;01/08/2017;;FAPEMIG;;;08/2015 a 08/2017 ;Sandro Metrevelle Marcondes de Lima e Silva;;Docente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;Expirado;FAPEMIG;R$ 5.000,00;R$ 34.650,00;08/2015 a 07/2017;Sandro Metrevelle Marcondes de Lima e Silva;IEM;Coordenador;8; Arquivado Relatorio final entregue. (comp. Email 11/08/17) // Arquivado CAIXA 01/2020;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Cristiano Pedro Silva - 23635;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Carlos Adriano Corrêa Ribeiro - 25975;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Elisan dos Santos Magalhães - 34428;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Vilson Altair da Silva - 34957;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Lorenzo Alfonso Caliari de Neves Gomes - 27709;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Diego Corrêa Ferreira - 34735;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Luís Felipe dos Santos Carollo ;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Fernando Bruno Dovichi - 27665;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Angel Edécio Malaguera Mora ;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Rafael Gonçalves Mafra - 31978;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Bruno de Campos Salles Anselmo - 32016;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Vitor Araujo Fernandez - 27034;;Discente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Ana Lúcia Fernandes de Lima e Silva;;Docente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Rogério Fernandes Brito;;Docente;4;;;;
403;Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor;01/08/2015;01/07/2017;;FAPEMIG;;;08/2015 a 07/2017;Solidônio Rodrigues de Carvalho (FEMEC);;Docente;2;;;;
404;Calculo da Incerteza da Medição em Ensaios Realizados para Certificação de Produtos de Tecnologia da Informação;01/08/2015;01/08/2016;Expirado;UNIFEI/CLAMPER/FAPEPE ;;R$ 2.500,00;08/2015 a 08/2016;José Carlos Grilo Rodrigues;ISEE;Coordenador;1;;;;
404;Calculo da Incerteza da Medição em Ensaios Realizados para Certificação de Produtos de Tecnologia da Informação;01/08/2015;01/08/2016;;UNIFEI/CLAMPER/FAPEPE ;;;08/2015 a 08/2016;Lucio Vilela;;Docente;16;;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;Expirado;FAPEMIG;;R$ 13.341,30;07/2015 a 07/2017;Fabiano Leal;IEPG;Coordenador;2; Arquivado Relatório Final entregue em 28/07/2020;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;José Antonio de Queiroz;;Docente;2;;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;André Luiz Medeiros;;Docente;2;;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;José Arnaldo Barra Montevechi;;Docente;2;;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Rafael de Carvalho Mirada ;;Docente;2;;;;
405;Desenvolvimento e aplicação de uma abordagem de integração entre mapeamento da cadeia de valor e simulação a eventos discretos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Gabriele Lacerda Santos;;Discente;20;;;;
406;Equações diferenciais ordinárias: Sistemas Lineares por artes no plano ;01/08/2015;01/07/2017;Expirado;FAPEMIG;;R$ 50.400,00;08/2015 a 07/2017;Luis Fernando de Osório Mello;MC;Coordenador;10; Arquivado Relatório Final entregue em 29/07/2020;;;
407;Concepção, Projeto e Desenvolvimento de Aeronaves não Tripuladas em Escala Rádio Controladas;01/07/2014;01/01/2016;Expirado;FAPEMIG;;R$ 23.561,20;07/2014 a 01/2016;Sebastião Simões da Cunha Júnior;IEM;Coordenador;4; Arquivado Relatório Final entregue em 22/07/2020;;;
407;Concepção, Projeto e Desenvolvimento de Aeronaves não Tripuladas em Escala Rádio Controladas;01/07/2014;01/01/2016;;FAPEMIG;;;07/2014 a 01/2016;Patricia da Silva Lopes Alexandrino;;Docente;1;;;;
407;Concepção, Projeto e Desenvolvimento de Aeronaves não Tripuladas em Escala Rádio Controladas;01/07/2014;01/01/2016;;FAPEMIG;;;07/2014 a 01/2016;Gilbert Silva;;Docente;1;;;;
407;Concepção, Projeto e Desenvolvimento de Aeronaves não Tripuladas em Escala Rádio Controladas;01/07/2014;01/01/2016;;FAPEMIG;;;07/2014 a 01/2016;Antônio Carlos Ancelloti Júnior;;Docente;1;;;;
407;Concepção, Projeto e Desenvolvimento de Aeronaves não Tripuladas em Escala Rádio Controladas;01/07/2014;01/01/2016;;FAPEMIG;;;07/2014 a 01/2016;Rogerio Frauendorf de Faria Coimbra;;Docente;1;;;;
408;Indústrias de Rede de Energia  Elétrica sob a abordagem de Pesquisa Operacional ;01/11/2014;01/10/2017;Expirado;CNPq;;R$ 26.000,00;11/2014 a 10/2017;Rafael Coradi Leme;IEPG;Coordenador;10;Arquivado;;;
408;Indústrias de Rede de Energia  Elétrica sob a abordagem de Pesquisa Operacional ;01/11/2014;01/10/2017;;CNPq;;;11/2014 a 10/2017;Guilherme Augusto Barucke Marcondes, 27843;;Discente;4;;;;
408;Indústrias de Rede de Energia  Elétrica sob a abordagem de Pesquisa Operacional ;01/11/2014;01/10/2017;;CNPq;;;11/2014 a 10/2017;Ricardo Antonio Lopes Maioli, 34874;;Discente;4;;;;
408;Indústrias de Rede de Energia  Elétrica sob a abordagem de Pesquisa Operacional ;01/11/2014;01/10/2017;;CNPq;;;11/2014 a 10/2017;Anderson Paulo de Paiva;;Docente;4;;;;
408;Indústrias de Rede de Energia  Elétrica sob a abordagem de Pesquisa Operacional ;01/11/2014;01/10/2017;;CNPq;;;11/2014 a 10/2017;Pedro Paulo Balestrassi;;Docente;4;;;;
409;Reamostragem e Análise de Eficiência no Auxílio a Decisão;01/11/2014;01/10/2017;Expirado;CNPq;;R$ 39.000,00;11/2014 a 10/2017;Rafael Coradi Leme;IEPG;Coordenador;10; Arquivado Relatório final entregue em 26.02.2019 // Arquivado CAIXA 01/2020;;;
410;Desenvolvimento de Cerâmica com Aplicações em Encapsulamento de Sensores em RF e Micro-ondas, Randome e Biossensores;01/03/2013;01/02/2017;Expirado;CAPES;;R$ 588.538,80;03/2013 a 02/2017;Manoel Ribeiro da Silva;IFQ;Coordenador;5;Arquivado;;;
411;Propiedades Magnéticas e elétricas em materiais e produção de cerâmicas de alto desempenho;01/03/2014;01/02/2017;Expirado;CAPES;;R$ 64.000,00;03/2014 a 02/2017;Manoel Ribeiro da Silva;IFQ;Coordenador;5;Arquivado;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;Expirado;FAPEMIG;;R$ 6.500,00;07/2015 a 07/2017;Luiz Antonio Alcântara Pereira;IEM;Coordenador;16; Arquivado Relatório final entregue em 07/11/2017  // Arquivado CAIXA 001/2020;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Crystianne Lilian de Andrade, 100427;;Discente;12;;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Marcos Vinícius Roselli, 34449;;Discente;12;;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;João Henrique Freddi Los Reis, 24867;;Discente;12;;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Alex Mendonça Bimbato;;Membro externo;8;;;;
412;Estudo do Mecanismo de Convecção Mista Aplicado no Controle Térmico de Componentes Eletrônicos Integrados;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2017;Miguel Hiroo Hirata;;Membro externo;8;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;Expirado;Cáritas Brasileira (Regional Minas Gerais);;R$ 80.000,00;08/2015 a 04/2016;Viviane Guimarães Pereira;IEPG;Coordenador;5; Arquivado Relatório final entregue por E-mail dia 14/09/2016  // Arquivado CAIXA 01/2020;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Geraldo Camilo da Silva;;Discente;3;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Samanta Borges Pereira;;Discente;3;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;João Francisco Sarno Carvalho;;Discente;3;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Gabriela Belleze;;Discente;3;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Viviane Pereira Guimarães;;Docente;5;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Carlos Alberto Máximo Pimenta;;Docente;2;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;09/2015 a 10/2015;Adilson da Silva Mello;;Docente;1;;;;
413;Levantamento das Potencialidades da Agricultura Familiar e Agroecológica das Comunidades Rurais Atingidas pela Mineração nos Municípios de Conceição do Mato Dentro, Alvorada de Minas e Dom Joaquim (MG);01/08/2015;01/04/2016;;Cáritas Brasileira (Regional Minas Gerais);;;08/2015 a 04/2016;Michelle Pinto de Lima;;Membro externo;2;;;;
414;Integração de Modelo Atmosférico e Hidrológico para Previsão de Vazão em Tempo Real;01/07/2015;01/06/2017;Expirado;FAPEMIG;;R$ 15.330,00;07/2015 a 06/2017;Benedito Cláudio da Silva;IRN;Coordenador;2; Arquivado Relatório final entregue por e-mail em 24/06/2019 // Arquivado CAIXA 01/2020;;;
414;Integração de Modelo Atmosférico e Hidrológico para Previsão de Vazão em Tempo Real;01/07/2015;01/06/2017;;FAPEMIG;;;09/2016 a 06/2017;Ana Luiza de Souza Marcondes;;Discente;8;;;;
414;Integração de Modelo Atmosférico e Hidrológico para Previsão de Vazão em Tempo Real;01/07/2015;01/06/2017;;FAPEMIG;;;09/2016 a 06/2017;Luis Flávio Pioltine;;Discente;8;;;;
414;Integração de Modelo Atmosférico e Hidrológico para Previsão de Vazão em Tempo Real;01/07/2015;01/06/2017;;FAPEMIG;;;09/2016 a 06/2017;Alessandro Marques Martins;;Discente;2;;;;
415;Integração das Técnicas de Simulação a Eventos Discretos e da Simulação Baseada em Agentes para a Análise da Influência do Fator Humano em Processos Produtivos;01/07/2015;01/07/2017;Expirado;FAPEMIG;;R$ 8.505,00;07/2015 a 07/2017;Alexandre Ferreira de Pinho;IEPG;Coordenador;2; Arquivado Relatório Final entregue em 29/07/2020;;;
415;Integração das Técnicas de Simulação a Eventos Discretos e da Simulação Baseada em Agentes para a Análise da Influência do Fator Humano em Processos Produtivos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2016;Mona Liza Moura de Oliveira;;Discente;20;;;;
415;Integração das Técnicas de Simulação a Eventos Discretos e da Simulação Baseada em Agentes para a Análise da Influência do Fator Humano em Processos Produtivos;01/07/2015;01/07/2017;;FAPEMIG;;;07/2015 a 07/2016;David Custódio de Sena;;Discente;20;;;;
