N�;Nome do Projeto;In��cio;T�mino;Status;�rg�o Financiador;Recursos Internos ;Recursos Externos ;Participa��o     Inicio e fim;Equipe;Instituto Vinculado;Cargo (Aluno/ Coordenador/ Professor);Carga Hor�ria;Observa��es;Nota;;
229;Caso em sistemas experimentais com aplicações em engenharia;01/11/2013;01/10/2016;;CNPq;;R$ 16.000,00;11/2013 a 10/2016;Everton Santos Medeiros;;Docente;5;;;;
229;Caso em sistemas experimentais com aplicações em engenharia;01/11/2013;01/10/2016;;CNPq;;R$ 16.000,00;11/2013 a 10/2016;Francisco Felipe Gomes de Sousa;;Docente;20;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;Expirado;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Rero Marques Rubinger;IFQ;Coordenador;5;Arquivado - Relatório Final entregue em 22/07/2020;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Antonio José Faria Bombard;IFQ;Docente;5;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Carla Patrícia Lacerda Rubinger;IFQ;Docente;5;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Farshad Yazdani;;Docente;5;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Edna Raimunda da Silva;;Docente;20;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Andrés Camila Álvarez Montoya;;Docente;40;;;;
230;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/10/2013;01/09/2016;;CNPq;;R$ 31.000,00;10/2013 a 09/2016;Adhimar Flávio Oliveira;;Docente;10;;;;
231;Posta Educativa entre um Centro de Ciência e a Escola Básica: Estudo de um caso envolvendo um professor de Física;01/11/2013;01/10/2014;Expirado;MEC-PET;;R$ 400,00;11/2013 a 10/2014;Luciano Fernandes Silva;IFQ;Coordenador;8;Arquivado Caixa B;;;
231;Posta Educativa entre um Centro de Ciência e a Escola Básica: Estudo de um caso envolvendo um professor de Física;01/11/2013;01/10/2014;;MEC-PET;;R$ 400,00;11/2013 a 10/2014;Brenda Braga Pereira, 26636;;Discente;12;;;;
232;Produção de DVDs de experimentos de Física de baixo custo para a educação básica;01/11/2013;01/10/2014;Expirado;MEC - PET;;R$ 400,00;11/2013 a 10/2014;Newton Figueiredo Filho;IFQ;Coordenador;8;Arquivado Caixa B;;;
232;Produção de DVDs de experimentos de Física de baixo custo para a educação básica;01/11/2013;01/10/2014;;MEC - PET;;R$ 400,00;11/2013 a 10/2014;Arian Rodrigues Batista;;Discente;12;;;;
233;Livreto de experimentos de Física de baixo custo para a educação básica;01/11/2013;01/10/2014;Expirado;MEC - PET;;R$ 400,00;11/2013 a 10/2014;Newton Figueiredo Filho;IFQ;Coordenador;8;Arquivado Caixa B;;;
233;Livreto de experimentos de Física de baixo custo para a educação básica;01/11/2013;01/10/2014;;MEC - PET;;R$ 400,00;11/2013 a 10/2014;Jhonatan Junior da Silva, 20896;;Discente;12;;;;
234;Estudo termodinâmico de formação de complexos de inclusão em solução;01/01/2014;01/12/2016;Expirado;CNPq;;R$ 25.335,00;01/2014 a 12/2016;Juliana Fedoce Lopes;IFQ;Coordenador;; Arquivado Relatorio final entregue em 13/07/17  // Arquivado CAIXA 01/2020;;;
234;Estudo termodinâmico de formação de complexos de inclusão em solução;01/01/2014;01/12/2016;;CNPq;;R$ 25.335,00;01/2014 a 06/2015;Clara Heloise dos Santos Braga, 26650;;Discente;12;;;;
234;Estudo termodinâmico de formação de complexos de inclusão em solução;01/01/2014;01/12/2016;;CNPq;;R$ 25.335,00;01/2014 a 12/2016;Frederico Barros de Sousa;IFQ;Docente;8;;;;
234;Estudo termodinâmico de formação de complexos de inclusão em solução;01/01/2014;01/12/2016;;CNPq;;R$ 25.335,00;01/2014 a 06/2015;Selma Fabiana Bazan, 23637;;Discente;12;;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;Expirado;MCTI/CNPq;;R$ 15.500,00;01/2014 a 04/2015;Geise Ribeiro;IFQ;Coordenador;4;Arquivado Caixa B;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;;MCTI/CNPq;;R$ 15.500,00;03/2014 a 02/2015;Leopoldo Uberto Ribeiro;;Discente Externo;4;;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;;MCTI/CNPq;;R$ 15.500,00;02/2014 a 01/2015;Rayanne Aline Pinto - 28110;;Discente;12;;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;;MCTI/CNPq;;R$ 15.500,00;03/2014 a 02/2015;Camila Mayara Sampaio Vieira;;Discente Externo;8;;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;;;;;03/2014 a 02/2015;Carolina Mayara Sampaio Vieira;;Discente Externo;8;;;;
235;Estudo de Casos e experimentação investigativa desperando o interesse pela Química;01/01/2014;01/04/2015;;MCTI/CNPq;;R$ 15.500,00;03/2014 a 02/2015;Carla Rafaela da Silva;;Discente Externo;8;;;;
236;Singularidades, geometria de subvariedades no espaço Minkowski e Equações diferenciais ordinárias;01/02/2014;01/11/2016;Expirado;FAPEMIG;R$ 8.820,00;;02/2014 a 11/2016;Fabio Scalco Dias;IMC;Coordenador;8; Arquivado Relatorio final entregue ( 06/2017 ) // Arquivado CAIXA 01/2020;;;
236;Singularidades, geometria de subvariedades no espaço Minkowski e Equações diferenciais ordinárias;01/02/2014;01/01/2016;;FAPEMIG;R$ 8.820,00;;02/2014 a 01/2016;Maria Aparecida Soares Ruas;;Docente;4;;;;
236;Singularidades, geometria de subvariedades no espaço Minkowski e Equações diferenciais ordinárias;01/02/2014;01/01/2016;;FAPEMIG;R$ 8.820,00;;02/2014 a 01/2016;Farid Tari;;Docente;4;;;;
236;Singularidades, geometria de subvariedades no espaço Minkowski e Equações diferenciais ordinárias;01/02/2014;01/01/2016;;FAPEMIG;R$ 8.820,00;;02/2014 a 01/2016;Luis Fernando de Osório Mello;IMC;Docente;4;;;;
237;Estudo do reaproveitamento do aço AISI 52100 pela rota de metalurgia do pó utilizando moagem de alta energia;01/02/2014;01/02/2016;Expirado;FAPEMIG;;R$ 21.900,00;02/2014 a 02/2016;Geovani Rodrigues;IEM;Coordenador;2; Arquivado RELATORIO FINAL ENTREGUE POR E-MAIL EM 24/02/17 // Arquivado CAIXA 01/2020;;;
237;Estudo do reaproveitamento do aço AISI 52100 pela rota de metalurgia do pó utilizando moagem de alta energia;01/02/2014;01/02/2016;;FAPEMIG;;R$ 21.900,00;02/2014 a 02/2016;Rogério José da Silva;;Docente;2;;;;
237;Estudo do reaproveitamento do aço AISI 52100 pela rota de metalurgia do pó utilizando moagem de alta energia;01/02/2014;01/02/2016;;FAPEMIG;;R$ 21.900,00;02/2014 a 02/2016;Gilbert Silva;IEM;Docente;2;;;;
238;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/02/2014;01/02/2017;Expirado;FAPEMIG;;R$ 12.705,00;02/2014 a 09/2016;Rogério José da Silva;IEM;Coordenador;8; Arquivado relatorio final entregue no dia 22/03/2017 - entregue no dia 19/04/2017 o mesmo relatorio entregue para fapemig // Arquivado CAIXA 01/2020;;;
238;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/02/2014;01/02/2016;;FAPEMIG;;R$ 12.705,00;02/2014 a 02/2016;Alexandre de Oliveira Lopes;;Docente;12;;;;
238;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/02/2014;01/02/2016;;FAPEMIG;;R$ 12.705,00;02/2014 a 02/2016;Genésio José Menon;IEM;Docente;4;;;;
238;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/02/2014;01/02/2016;;FAPEMIG;;R$ 12.705,00;02/2014 a 02/2016;Marcelo José Pirani;IEM;Docente;4;;;;
238;Produção de cimento portland com o coprocessamento de resíduos industriais e o uso de mineralizadores;01/02/2014;01/02/2016;;FAPEMIG;;R$ 12.705,00;02/2014 a 02/2016;Maria Luiza Grillo Renó;IEM;Docente;8;;;;
239;Eletrossíntese de Poli(2-hidróxietilmetacrilato) contendo Sulfato de Condroitina para aplicações biomédicas;01/02/2014;01/02/2016;Expirado;FAPEMIG;;R$ 22.000,00;02/2014 a 02/2016;Maria Elena Leyva González;IFQ;Coordenador;8; Arquivado relatório final entregue em 08/06/2017 por e-mail  // Arquivado CAIXA 001/2020;;;
239;Eletrossíntese de Poli(2-hidróxietilmetacrilato) contendo Sulfato de Condroitina para aplicações biomédicas;01/02/2014;01/02/2016;;FAPEMIG;;R$ 22.000,00;02/2014 a 02/2016;Ana Eliza Costa de Paula, 24859;;Discente;12;;;;
239;Eletrossíntese de Poli(2-hidróxietilmetacrilato) contendo Sulfato de Condroitina para aplicações biomédicas;01/02/2014;01/02/2016;;FAPEMIG;;R$ 22.000,00;02/2014 a 02/2016;Thais Oliveira Secches, 25031;;Discente;12;;;;
240;Estudo de hidrogéis de pole(2-hidróxietilmetacrilato) contendo sulfato de condroitina no tratamento de lesões de cartilagem articular;01/02/2014;01/02/2016;Expirado;;;;02/2014 a 02/2016;Maria Elena Leyva González;IFQ;Coordenador;8; Arquivado Relarorio final entregue  // Arquivado CAIXA 001/2020;;;
240;Estudo de hidrogéis de pole(2-hidróxietilmetacrilato) contendo sulfato de condroitina no tratamento de lesões de cartilagem articular;01/02/2014;01/02/2016;;;;;02/2014 a 02/2016;Nilo César do Vale Baracho;;Discente Externo;4;;;;
240;Estudo de hidrogéis de pole(2-hidróxietilmetacrilato) contendo sulfato de condroitina no tratamento de lesões de cartilagem articular;01/02/2014;01/02/2016;;;;;02/2014 a 02/2016;Isadora isis de Oliveira Araújo;;Discente Externo;20;;;;
241;Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais;01/07/2013;01/06/2015;Expirado;FAPEMIG;R$ 1.000.000,00;R$ 48.000,00;07/2013 a 06/2015;João Roberto Ferreira;IEPG;Coordenador;;Arquivado Caixa C ;;;
241;Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais;01/07/2013;01/06/2015;;FAPEMIG;R$ 1.000.000,00;R$ 48.000,00;07/2013 a 06/2015;Anderson Paulo de Paiva;IEPG;Docente;4;;;;
241;Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais;01/07/2013;01/06/2015;;FAPEMIG;R$ 1.000.000,00;R$ 48.000,00;07/2013 a 06/2015;Paulo Henrique da Silva Campos;;Docente;8;;;;
241;Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais;01/07/2013;01/06/2015;;FAPEMIG;R$ 1.000.000,00;R$ 48.000,00;07/2013 a 06/2015;Tarcísio Gonçalves de Brito;;Docente;8;;;;
241;Otimização das condições de usinagem utilizando projetos de experimentos e redes neurais;01/07/2013;01/06/2015;;FAPEMIG;R$ 1.000.000,00;R$ 48.000,00;07/2013 a 06/2015;José Veríssimo Ribeiro de Toledo;;Docente;4;;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2017;Expirado;FAPEMIG;;R$ 76.800,00;03/2014 a 02/2017;Alexandre Carlos Brandão Ramos;IEM;Coordenador;4; Arquivado Relatório Final entregue // Arquivado CAIXA 01/2020;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2016;;FAPEMIG;;R$ 0,00;03/2014 a 02/2016;Luiz Gustavo Miranda Pinto;;Discente;12;;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2016;;FAPEMIG;;;03/2014 a 02/2016;Fabrice Flavien Bertome ;;Membro externo;20;;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2016;;FAPEMIG;;;03/2014 a 02/2017;Danilo Pereira Roque, 31941;;Discente;20;;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2016;;FAPEMIG;;;03/2014 a 02/2017;Pedro Fernandes Jr.;;Docente;20;;;;
242;Modernização dos treinadores FTD do helicoptero Fennec do Ciavex;01/03/2014;01/02/2016;;FAPEMIG;;R$ 0,00;03/2014 a 02/2017;Marcelo Santiago de Sousa;;Membro externo;4;;;;
243;GEOINFORMÁTICA: Ampliando as aplicações em logística e transportes;01/07/2011;01/06/2013;Expirado;FAPEMIG;;R$ 48.000,00;07/2011 a 06/2013;Renato da Silva Lima;IEPG;Coordenador;2;Arquivado caixa A;;;
244;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta--(Vinculado ao 230)--;01/04/2014;01/03/2017;Expirado;CNPq;;;04/2014 a 03/2017;Rero Marques Rubinger;IFQ;Coordenador;5;Arquivado - Relatório Final entregue em 24/07/2020;;;
244;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/04/2014;01/03/2017;;CNPq;;;10/2013 a 09/2016;Antonio José Faria Bombard;IFQ;Docente;5;;;;
244;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/04/2014;01/03/2017;;CNPq;;;10/2013 a 09/2016;Carla Patrícia Lacerda Rubinger;IFQ;Docente;5;;;;
244;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/04/2014;01/03/2017;;CNPq;;;10/2013 a 09/2016;Edna Raimunda da Silva;;Docente;20;;;;
244;Fabricação, Caracterização e Otimização de Painés Fotovoltaícos DSSC de Baixo Custo, utilizando impressora de jato de tinta;01/04/2014;01/03/2017;;CNPq;;;10/2013 a 09/2016;Adhimar Flávio Oliveira;;Docente;10;;;;
245;Cenários Curriculares: Flagrantes de Práticas Docentes no Ensino Médio ;01/04/2013;01/12/2014;Expirado;;;;04/2013 a 12/2014;Rita de Cássia Magalhães Trindade Stano;;Coordenador;2;Arquivado Caixa B;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Alessandra Rodrigues;PRG;Docente;2;;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Betania Mafra;PRG;Docente;2;;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Cibele Monteiro Rosa;IEPG;Docente;2;;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Eliana de Fátima Souza Salomon Benfatti;PRG;Docente;2;;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Márcia de Souza de Luz Freitas ;IEPG;Docente;2;;;;
245;CENÁRIOS CURRICULARES: FLAGRANTES DE PRÁTICAS DOCENTES NO ENSINO MÉDIO ;01/04/2013;01/12/2014;;;;;12/2002 a 12/2012;Giovanni H. Guimarães;;Docente;2;;;;
246;Desenvolvimento de tecnologias para determinação de perdas e rendimento em motores elétricos;01/04/2014;01/06/2015;Expirado;;;;04/2014 a 06/2015;Roberto Akira Yamachita;ISEE;Coordenador;4;Arquivado Caixa C;;;
246;Desenvolvimento de tecnologias para determinação de perdas e rendimento em motores elétricos;01/04/2014;01/06/2015;;;;;04/2014 a 06/2015;João Marcondes Correa Guimarães;ISEE;Docente;12;;;;
246;Desenvolvimento de tecnologias para determinação de perdas e rendimento em motores elétricos;01/04/2014;01/06/2015;;;;;04/2014 a 06/2015;Edson da Costa Bortoni;;Docente;4;;;;
247;Um Olhar Metafórico a Ciência-Arte-Educaçã: Relato de novas práticas docentes;01/04/2014;01/11/2014;Expirado;;;;04/2014 a 11/2014;Rita de Cássia Magalhães Trindade Stano;;Coordenador;;Arquivado Caixa B relatorio final entregue por email 26/05/2015;;;
247;Um Olhar Metafórico a Ciência-Arte-Educaçã: Relato de novas práticas docentes;01/04/2014;01/11/2014;;;;;04/2014 a 11/2014;Ana Cristina Cezar Sawaya Almeida;;Docente;4;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2018;Expirado;CNPq;;R$ 141.400,00;12/2013 a 12/2016;Osvaldo José Venturini;IEM;Coordenador;3;Arquivado - Projeto com prorrogação de vigência de dez/2016 p/ dez/2017 (mem. 734/2016 - IEM)- Prorrogado em 15/01/2018 até 12/2018.;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Electo Eduardo Silva Lora;IEM;Docente;2;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Marcelo José Pirani;IEM;Docente;2;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Vladimir Rafael Melián Cobas;IEM;Docente;2;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;José Carlos Escobar Palácio;IEM;Docente;2;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Gaylord Enrique Carrillo, 31819;;Discente;6;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Luis Sebastian Mendonza, 26417;;Discente;6;;;;
248;Avaliação teórica experimental de equipamentos de geração de energia hermotérmica: solar Dish e ORC (CNPq - 406966-2013-3);01/12/2013;01/12/2015;;CNPq;;R$ 141.400,00;12/2013 a 11/2016;Paulo S. P. Correa Jr., 27716;;Discente;4;;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;Expirado;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;Osvaldo José Venturini;IEM;Coordenador;2; Arquivado RELATORIO ENTREGUE 02/03/2017 - 117/2017/IEM  // Arquivado CAIXA 001/2020;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;Electo Eduardo Silva Lora;IEM;Docente;1;;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;José Carlos Escobar Palácio;;Discente;2;;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;Paulo Correa Jr;IEM;Docente;4;;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;Rubenildo Vieira Andrade;;Discente;2;;;;
249;Diagnóstico do desempenho termodinânico e ambiental e microturbinas a gás operando com biocombustíveis de segunda e terceira geração (FAPEMIG - APQ-02579-13);01/07/2013;30/03/2016;;FAPEMIG;;R$ 38.535,00;07/2013 a 03/2016;Túlio André Paiva;IEM;Docente;4;;;;
